subscription_id,user_id,start_date_key,end_date_key,plan_name,billing_cycle,status,monthly_price_usd,discount_usd,recognized_revenue_usd,cancellation_reason
3715,5456,20230830,,Family,Monthly,Active,14.99,0.0,14.99,
3716,5493,20240225,20240326,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
3717,5530,20231231,20240330,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
3718,5567,20230527,20231123,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
3719,5604,20230726,20240725,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3720,5641,20231203,,Fan,Annual,Active,5.99,0.0,71.88,
3721,5678,20240420,20240719,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
3722,5715,20250605,,Premium,Monthly,Active,9.99,0.0,69.93,
3723,5752,20240406,20250406,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
3724,5789,20240612,,Family,Annual,Active,14.99,0.0,269.82,
3725,5826,20251025,,Premium,Monthly,Active,9.99,0.0,19.98,
3726,5863,20251016,,Fan,Monthly,Active,5.99,1.2,9.58,
3727,5900,20231005,20241004,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3728,5937,20240408,20240707,Premium,Annual,Cancelled,9.99,0.0,29.97,Low Usage
3729,5974,20250711,20251009,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
3730,11,20250328,,Family,Monthly,Active,14.99,0.0,44.97,
3731,48,20250305,,Premium,Monthly,Active,9.99,0.0,99.9,
3732,85,20231009,20241008,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
3733,122,20240910,20241010,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3734,159,20241205,,Premium,Monthly,Active,9.99,0.0,129.87,
3735,196,20250723,,Fan,Monthly,Active,5.99,1.2,23.95,
3736,233,20250619,,Family,Annual,Active,14.99,0.0,89.94,
3737,270,20240222,,Premium,Monthly,Active,9.99,0.0,219.78,
3738,307,20230305,20240304,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
3739,344,20240405,20250405,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3740,381,20240522,,Premium,Annual,Active,9.99,0.0,189.81,
3741,418,20240106,20240704,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
3742,455,20230827,20231125,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
3743,492,20250709,,Premium,Monthly,Active,9.99,0.0,49.95,
3744,529,20250207,20250806,Fan,Annual,Cancelled,5.99,1.2,28.74,Price
3745,566,20250529,,Family,Monthly,Active,14.99,0.0,89.94,
3746,603,20241123,,Premium,Monthly,Active,9.99,0.0,129.87,
3747,640,20250719,20251017,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
3748,677,20241103,20241203,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
3749,714,20240304,20240602,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
3750,751,20230917,,Fan,Monthly,Active,5.99,0.0,35.94,
3751,788,20250303,20250402,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3752,825,20240812,20250812,Premium,Annual,Cancelled,9.99,0.0,119.88,Low Usage
3753,862,20230918,20240917,Fan,Monthly,Cancelled,5.99,1.2,57.48,Price
3754,899,20250209,,Family,Monthly,Active,14.99,0.0,149.9,
3755,936,20250315,,Premium,Monthly,Active,9.99,0.0,89.91,
3756,973,20240314,20240612,Fan,Annual,Cancelled,5.99,0.0,17.97,Price
3757,1010,20241102,20241202,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3758,1047,20240818,20250214,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3759,1084,20231106,20251105,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
3760,1121,20230327,,Family,Annual,Active,14.99,0.0,179.88,
3761,1158,20230811,20240207,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3762,1195,20250207,20250806,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
3763,1232,20250731,,Family,Monthly,Active,14.99,0.0,74.95,
3764,1269,20230205,20230506,Premium,Annual,Cancelled,9.99,0.0,29.97,Low Usage
3765,1306,20230220,,Fan,Monthly,Active,5.99,0.0,71.88,
3766,1343,20231022,20240120,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
3767,1380,20230515,20230614,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3768,1417,20230906,20240905,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
3769,1454,20230731,20240730,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3770,1491,20240211,,Premium,Monthly,Active,9.99,0.0,9.99,
3771,1528,20250109,,Fan,Monthly,Active,5.99,1.2,52.69,
3772,1565,20230409,20250408,Family,Annual,Cancelled,14.99,0.0,359.76,Low Usage
3773,1602,20250208,20250807,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3774,1639,20240608,,Fan,Monthly,Active,5.99,0.0,113.81,
3775,1676,20250814,,Family,Monthly,Active,14.99,0.0,59.96,
3776,1713,20250329,,Premium,Annual,Active,9.99,0.0,89.91,
3777,1750,20250622,,Fan,Monthly,Active,5.99,0.0,35.94,
3778,1787,20250103,20250202,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3779,1824,20240715,20250715,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3780,1861,20230625,,Fan,Annual,Active,5.99,1.2,4.79,
3781,1898,20240702,20250702,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3782,1935,20250504,20250802,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
3783,1972,20240420,,Fan,Monthly,Active,5.99,0.0,119.8,
3784,2009,20250404,20250703,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
3785,2046,20241010,,Premium,Monthly,Active,9.99,0.0,59.94,
3786,2083,20251115,20251215,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
3787,2120,20231006,20241005,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3788,2157,20231014,20251013,Premium,Annual,Cancelled,9.99,0.0,239.76,Low Usage
3789,2194,20250819,,Fan,Monthly,Active,5.99,1.2,19.16,
3790,2231,20250331,,Family,Monthly,Active,14.99,0.0,134.91,
3791,2268,20250420,20250520,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3792,2305,20250406,,Fan,Annual,Active,5.99,0.0,53.91,
3793,2342,20250510,20250609,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3794,2379,20230501,20231028,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3795,2416,20251026,,Fan,Monthly,Active,5.99,0.0,11.98,
3796,2453,20250424,,Family,Annual,Active,14.99,0.0,119.92,
3797,2490,20250730,,Premium,Monthly,Active,9.99,0.0,49.95,
3798,2527,20230210,20230809,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
3799,2564,20230711,20240107,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
3800,2601,20240712,,Premium,Annual,Active,9.99,0.0,29.97,
3801,2638,20231005,20240402,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
3802,2675,20230419,20230519,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3803,2712,20250611,20250909,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
3804,2749,20240313,20240909,Fan,Annual,Cancelled,5.99,0.0,35.94,Price
3805,2786,20240315,,Family,Monthly,Active,14.99,0.0,14.99,
3806,2823,20250110,,Premium,Monthly,Active,9.99,0.0,109.89,
3807,2860,20240717,20240816,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
3808,2897,20250126,20250725,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
3809,2934,20230219,20230321,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3810,2971,20240131,,Fan,Monthly,Active,5.99,0.0,5.99,
3811,3008,20240731,20250127,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
3812,3045,20251013,20251112,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
3813,3082,20230128,20230727,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
3814,3119,20250704,,Family,Monthly,Active,14.99,0.0,89.94,
3815,3156,20231206,,Premium,Monthly,Active,9.99,0.0,29.97,
3816,3193,20250320,20250618,Fan,Annual,Cancelled,5.99,1.2,14.37,Price
3817,3230,20250324,20250423,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3818,3267,20230816,20240815,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3819,3304,20230925,20240924,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
3820,3341,20240512,,Family,Annual,Active,14.99,0.0,179.88,
3821,3378,20230324,20230423,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3822,3415,20240123,20240721,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
3823,3452,20230407,20230507,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3824,3489,20230507,20231103,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
3825,3526,20241007,,Fan,Monthly,Active,5.99,1.2,4.79,
3826,3563,20240916,,Family,Monthly,Active,14.99,0.0,224.85,
3827,3600,20240124,20250123,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3828,3637,20231020,20240118,Fan,Annual,Cancelled,5.99,0.0,17.97,Price
3829,3674,20240720,,Family,Monthly,Active,14.99,0.0,254.83,
3830,3711,20240519,,Premium,Monthly,Active,9.99,0.0,59.94,
3831,3748,20250206,20250308,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
3832,3785,20250829,20251127,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
3833,3822,20240128,20240726,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3834,3859,20231026,20251025,Fan,Monthly,Cancelled,5.99,1.2,114.96,Price
3835,3896,20240908,,Family,Monthly,Active,14.99,0.0,89.94,
3836,3933,20241008,20250106,Premium,Annual,Cancelled,9.99,0.0,29.97,Low Usage
3837,3970,20240208,20250207,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
3838,4007,20240522,,Family,Monthly,Active,14.99,0.0,284.81,
3839,4044,20230619,20231216,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3840,4081,20250425,,Fan,Annual,Active,5.99,0.0,5.99,
3841,4118,20240602,20250602,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3842,4155,20230906,20231006,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3843,4192,20250326,20250624,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
3844,4229,20241102,20250501,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
3845,4266,20230903,,Premium,Monthly,Active,9.99,0.0,9.99,
3846,4303,20230319,20230915,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
3847,4340,20251030,,Family,Monthly,Active,14.99,0.0,29.98,
3848,4377,20250228,,Premium,Annual,Active,9.99,0.0,99.9,
3849,4414,20230506,20250505,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
3850,4451,20231220,,Family,Monthly,Active,14.99,0.0,179.88,
3851,4488,20240905,20250905,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3852,4525,20231026,20251025,Fan,Annual,Cancelled,5.99,1.2,114.96,Price
3853,4562,20240804,20240903,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3854,4599,20230821,20240820,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3855,4636,20250827,,Fan,Monthly,Active,5.99,0.0,23.96,
3856,4673,20240429,20240728,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
3857,4710,20230207,20230309,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3858,4747,20241004,20241103,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
3859,4784,20231025,20240422,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
3860,4821,20250113,,Premium,Annual,Active,9.99,0.0,9.99,
3861,4858,20240518,20240816,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
3862,4895,20231028,20241027,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3863,4932,20250708,,Premium,Monthly,Active,9.99,0.0,49.95,
3864,4969,20251113,,Fan,Annual,Active,5.99,0.0,5.99,
3865,5006,20230110,,Family,Monthly,Active,14.99,0.0,359.76,
3866,5043,20250107,,Premium,Monthly,Active,9.99,0.0,109.89,
3867,5080,20230502,20231029,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
3868,5117,20230615,20230715,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
3869,5154,20250328,,Premium,Monthly,Active,9.99,0.0,89.91,
3870,5191,20250909,,Fan,Monthly,Active,5.99,1.2,4.79,
3871,5228,20241116,20251116,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3872,5265,20250924,,Premium,Annual,Active,9.99,0.0,29.97,
3873,5302,20250206,20250805,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
3874,5339,20230409,20250408,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
3875,5376,20230831,,Premium,Monthly,Active,9.99,0.0,59.94,
3876,5413,20241122,,Fan,Annual,Active,5.99,0.0,77.87,
3877,5450,20231124,20251123,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
3878,5487,20250917,,Premium,Monthly,Active,9.99,0.0,29.97,
3879,5524,20230515,20230813,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
3880,5561,20250601,,Family,Annual,Active,14.99,0.0,104.93,
3881,5598,20240729,20250125,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3882,5635,20231013,20240111,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
3883,5672,20250114,20250414,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
3884,5709,20240119,20240218,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
3885,5746,20240505,,Fan,Monthly,Active,5.99,0.0,71.88,
3886,5783,20240301,20240331,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3887,5820,20231218,20251217,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
3888,5857,20250403,,Fan,Annual,Active,5.99,1.2,43.11,
3889,5894,20240305,,Family,Monthly,Active,14.99,0.0,329.78,
3890,5931,20240716,,Premium,Monthly,Active,9.99,0.0,9.99,
3891,5968,20240518,20240816,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
3892,5,20240215,20240515,Family,Annual,Cancelled,14.99,0.0,44.97,Low Usage
3893,42,20240718,,Premium,Monthly,Active,9.99,0.0,169.83,
3894,79,20240729,20250729,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
3895,116,20240612,,Family,Monthly,Active,14.99,0.0,44.97,
3896,153,20240915,20250314,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
3897,190,20240110,20240209,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
3898,227,20241208,,Family,Monthly,Active,14.99,0.0,179.88,
3899,264,20241204,20250103,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3900,301,20250707,,Fan,Annual,Active,5.99,0.0,29.95,
3901,338,20230423,20230523,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3902,375,20231003,20240331,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3903,412,20230810,20250809,Fan,Monthly,Cancelled,5.99,0.0,143.76,Price
3904,449,20230320,20230916,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
3905,486,20250205,,Premium,Monthly,Active,9.99,0.0,109.89,
3906,523,20240321,20250321,Fan,Monthly,Cancelled,5.99,1.2,57.48,Price
3907,560,20241207,20250307,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
3908,597,20250227,20250826,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
3909,634,20231101,20240130,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
3910,671,20240125,,Family,Monthly,Active,14.99,0.0,344.77,
3911,708,20230501,20231028,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3912,745,20240304,20250304,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
3913,782,20230610,20240609,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3914,819,20240319,20240617,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
3915,856,20240917,,Fan,Monthly,Active,5.99,1.2,28.74,
3916,893,20230624,20230724,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
3917,930,20241005,20251005,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3918,967,20250612,20250712,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
3919,1004,20240524,20240623,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3920,1041,20230831,,Premium,Annual,Active,9.99,0.0,239.76,
3921,1078,20240509,20240608,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
3922,1115,20240618,20240916,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
3923,1152,20240818,20250214,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3924,1189,20230501,20230531,Fan,Annual,Cancelled,5.99,1.2,4.79,Price
3925,1226,20230918,,Family,Monthly,Active,14.99,0.0,359.76,
3926,1263,20240216,20240317,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3927,1300,20230610,20230908,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
3928,1337,20241117,20241217,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
3929,1374,20230325,20250324,Premium,Monthly,Cancelled,9.99,0.0,239.76,Low Usage
3930,1411,20241202,,Fan,Monthly,Active,5.99,0.0,17.97,
3931,1448,20230817,20240213,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
3932,1485,20231109,20240207,Premium,Annual,Cancelled,9.99,0.0,29.97,Low Usage
3933,1522,20240131,20240430,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
3934,1559,20240523,20240821,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
3935,1596,20230427,,Premium,Monthly,Active,9.99,0.0,119.88,
3936,1633,20251107,,Fan,Annual,Active,5.99,0.0,5.99,
3937,1670,20250102,20250701,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
3938,1707,20250516,20251112,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3939,1744,20240902,20250902,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
3940,1781,20250810,,Family,Annual,Active,14.99,0.0,59.96,
3941,1818,20250815,20251113,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
3942,1855,20251113,,Fan,Monthly,Active,5.99,1.2,4.79,
3943,1892,20250225,20250824,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
3944,1929,20251016,,Premium,Annual,Active,9.99,0.0,19.98,
3945,1966,20240305,,Fan,Monthly,Active,5.99,0.0,5.99,
3946,2003,20240517,20250517,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3947,2040,20230806,20240805,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3948,2077,20240530,,Fan,Annual,Active,5.99,0.0,113.81,
3949,2114,20250204,20250306,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3950,2151,20230930,,Premium,Monthly,Active,9.99,0.0,59.94,
3951,2188,20240114,20240213,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
3952,2225,20231215,20240612,Family,Annual,Cancelled,14.99,0.0,89.94,Low Usage
3953,2262,20231116,20240214,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
3954,2299,20230125,20240125,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
3955,2336,20250115,,Family,Monthly,Active,14.99,0.0,164.89,
3956,2373,20250511,20251107,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
3957,2410,20250412,,Fan,Monthly,Active,5.99,0.0,47.92,
3958,2447,20230404,20240403,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
3959,2484,20230730,20230829,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3960,2521,20230426,,Fan,Annual,Active,5.99,1.2,14.37,
3961,2558,20241101,20241201,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3962,2595,20251023,20251122,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3963,2632,20230820,20231118,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
3964,2669,20250921,20251021,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
3965,2706,20230710,,Premium,Monthly,Active,9.99,0.0,59.94,
3966,2743,20240521,20240819,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
3967,2780,20240926,20250325,Family,Monthly,Cancelled,14.99,0.0,89.94,Low Usage
3968,2817,20240119,20240717,Premium,Annual,Cancelled,9.99,0.0,59.94,Low Usage
3969,2854,20230807,20231105,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
3970,2891,20231017,,Family,Monthly,Active,14.99,0.0,179.88,
3971,2928,20230418,20240417,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3972,2965,20250219,20250818,Fan,Annual,Cancelled,5.99,0.0,35.94,Price
3973,3002,20230210,20250209,Family,Monthly,Cancelled,14.99,0.0,359.76,Low Usage
3974,3039,20240717,20250717,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3975,3076,20250730,,Fan,Monthly,Active,5.99,0.0,5.99,
3976,3113,20231208,20241207,Family,Annual,Cancelled,14.99,0.0,179.88,Low Usage
3977,3150,20230814,20230913,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
3978,3187,20250625,20250725,Fan,Monthly,Cancelled,5.99,1.2,4.79,Price
3979,3224,20241028,20250126,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
3980,3261,20250302,,Premium,Annual,Active,9.99,0.0,99.9,
3981,3298,20250208,,Fan,Monthly,Active,5.99,0.0,59.9,
3982,3335,20250429,,Family,Monthly,Active,14.99,0.0,119.92,
3983,3372,20230412,20231009,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
3984,3409,20240530,,Fan,Annual,Active,5.99,0.0,113.81,
3985,3446,20250607,,Family,Monthly,Active,14.99,0.0,89.94,
3986,3483,20250515,20250813,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
3987,3520,20250514,,Fan,Monthly,Active,5.99,1.2,33.53,
3988,3557,20251023,,Family,Annual,Active,14.99,0.0,29.98,
3989,3594,20230626,20240625,Premium,Monthly,Cancelled,9.99,0.0,119.88,Low Usage
3990,3631,20230912,,Fan,Monthly,Active,5.99,0.0,17.97,
3991,3668,20240201,20240302,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3992,3705,20240704,,Premium,Annual,Active,9.99,0.0,179.82,
3993,3742,20230523,20231119,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
3994,3779,20250526,,Family,Monthly,Active,14.99,0.0,104.93,
3995,3816,20250202,,Premium,Monthly,Active,9.99,0.0,29.97,
3996,3853,20250601,20250830,Fan,Annual,Cancelled,5.99,1.2,14.37,Price
3997,3890,20230927,20231027,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
3998,3927,20240922,,Premium,Monthly,Active,9.99,0.0,149.85,
3999,3964,20241205,,Fan,Monthly,Active,5.99,0.0,77.87,
4000,4001,20240504,,Family,Annual,Active,14.99,0.0,299.8,
4001,4038,20240606,20240706,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
4002,4075,20250504,20250802,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
4003,4112,20231124,20240222,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
4004,4149,20240118,20240217,Premium,Annual,Cancelled,9.99,0.0,9.99,Low Usage
4005,4186,20230613,,Fan,Monthly,Active,5.99,1.2,4.79,
4006,4223,20250902,,Family,Monthly,Active,14.99,0.0,59.96,
4007,4260,20240514,20240613,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
4008,4297,20241114,20250212,Fan,Annual,Cancelled,5.99,0.0,17.97,Price
4009,4334,20241225,20251225,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
4010,4371,20250922,,Premium,Monthly,Active,9.99,0.0,29.97,
4011,4408,20230411,20240410,Fan,Monthly,Cancelled,5.99,0.0,71.88,Price
4012,4445,20230730,20230829,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
4013,4482,20230906,20231205,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
4014,4519,20230508,20231104,Fan,Monthly,Cancelled,5.99,1.2,28.74,Price
4015,4556,20241112,,Family,Monthly,Active,14.99,0.0,179.88,
4016,4593,20250322,,Premium,Annual,Active,9.99,0.0,89.91,
4017,4630,20240512,20241108,Fan,Monthly,Cancelled,5.99,0.0,35.94,Price
4018,4667,20240906,20250906,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
4019,4704,20240604,20240902,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
4020,4741,20240926,,Fan,Annual,Active,5.99,0.0,35.94,
4021,4778,20240609,,Family,Monthly,Active,14.99,0.0,284.81,
4022,4815,20251001,,Premium,Monthly,Active,9.99,0.0,29.97,
4023,4852,20231112,20241111,Fan,Monthly,Cancelled,5.99,1.2,57.48,Price
4024,4889,20250529,,Family,Annual,Active,14.99,0.0,104.93,
4025,4926,20230520,,Premium,Monthly,Active,9.99,0.0,9.99,
4026,4963,20250430,20250530,Fan,Monthly,Cancelled,5.99,0.0,5.99,Price
4027,5000,20241225,20251225,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
4028,5037,20240325,20250325,Premium,Annual,Cancelled,9.99,0.0,119.88,Low Usage
4029,5074,20251110,,Fan,Monthly,Active,5.99,0.0,5.99,
4030,5111,20240729,,Family,Monthly,Active,14.99,0.0,44.97,
4031,5148,20231002,20240330,Premium,Monthly,Cancelled,9.99,0.0,59.94,Low Usage
4032,5185,20250205,,Fan,Annual,Active,5.99,1.2,52.69,
4033,5222,20250302,20250401,Family,Monthly,Cancelled,14.99,0.0,14.99,Low Usage
4034,5259,20230511,20230610,Premium,Monthly,Cancelled,9.99,0.0,9.99,Low Usage
4035,5296,20230801,,Fan,Monthly,Active,5.99,0.0,35.94,
4036,5333,20240107,,Family,Annual,Active,14.99,0.0,359.76,
4037,5370,20250816,20251114,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
4038,5407,20250519,,Fan,Monthly,Active,5.99,0.0,41.93,
4039,5444,20240402,20240701,Family,Monthly,Cancelled,14.99,0.0,44.97,Low Usage
4040,5481,20230702,,Premium,Annual,Active,9.99,0.0,59.94,
4041,5518,20250206,20250507,Fan,Monthly,Cancelled,5.99,1.2,14.37,Price
4042,5555,20240827,20250827,Family,Monthly,Cancelled,14.99,0.0,179.88,Low Usage
4043,5592,20250202,,Premium,Monthly,Active,9.99,0.0,109.89,
4044,5629,20240131,20250130,Fan,Annual,Cancelled,5.99,0.0,71.88,Price
4045,5666,20251004,,Family,Monthly,Active,14.99,0.0,29.98,
4046,5703,20240601,20240830,Premium,Monthly,Cancelled,9.99,0.0,29.97,Low Usage
4047,5740,20240924,20241223,Fan,Monthly,Cancelled,5.99,0.0,17.97,Price
4048,5777,20231103,20231203,Family,Annual,Cancelled,14.99,0.0,14.99,Low Usage
4049,5814,20250305,,Premium,Monthly,Active,9.99,0.0,99.9,
4050,5851,20240715,,Fan,Monthly,Active,5.99,1.2,28.74,
