episode_id,anime_id,season_number,episode_number,episode_title,release_date_key,duration_seconds,is_filler
3052,191,1,12,Episode 12: Chapter 18,20240916,1487,0
3053,191,2,1,Episode 13: Chapter 19,20240923,1504,1
3054,191,2,2,Episode 14: Chapter 20,20240930,1521,0
3055,191,2,3,Episode 15: Chapter 21,20241007,1538,0
3056,191,2,4,Episode 16: Chapter 22,20241014,1555,0
3057,192,1,1,Episode 01: Chapter 8,20240718,1673,0
3058,192,1,2,Episode 02: Chapter 9,20240725,1330,0
3059,192,1,3,Episode 03: Chapter 10,20240801,1347,0
3060,192,1,4,Episode 04: Chapter 11,20240808,1364,0
3061,192,1,5,Episode 05: Chapter 12,20240815,1381,0
3062,192,1,6,Episode 06: Chapter 13,20240822,1398,0
3063,192,1,7,Episode 07: Chapter 14,20240829,1415,0
3064,192,1,8,Episode 08: Chapter 15,20240905,1432,0
3065,192,1,9,Episode 09: Chapter 16,20240912,1449,0
3066,192,1,10,Episode 10: Chapter 17,20240919,1466,0
3067,192,1,11,Episode 11: Chapter 18,20240926,1483,0
3068,192,1,12,Episode 12: Chapter 19,20241003,1500,1
3069,192,2,1,Episode 13: Chapter 20,20241010,1517,0
3070,192,2,2,Episode 14: Chapter 21,20241017,1534,0
3071,192,2,3,Episode 15: Chapter 22,20241024,1551,0
3072,192,2,4,Episode 16: Chapter 23,20241031,1568,0
3073,193,1,1,Episode 01: Chapter 9,20240804,1326,0
3074,193,1,2,Episode 02: Chapter 10,20240811,1343,0
3075,193,1,3,Episode 03: Chapter 11,20240818,1360,0
3076,193,1,4,Episode 04: Chapter 12,20240825,1377,0
3077,193,1,5,Episode 05: Chapter 13,20240901,1394,0
3078,193,1,6,Episode 06: Chapter 14,20240908,1411,0
3079,193,1,7,Episode 07: Chapter 15,20240915,1428,0
3080,193,1,8,Episode 08: Chapter 16,20240922,1445,0
3081,193,1,9,Episode 09: Chapter 17,20240929,1462,0
3082,193,1,10,Episode 10: Chapter 18,20241006,1479,0
3083,193,1,11,Episode 11: Chapter 19,20241013,1496,1
3084,193,1,12,Episode 12: Chapter 20,20241020,1513,0
3085,193,2,1,Episode 13: Chapter 21,20241027,1530,0
3086,193,2,2,Episode 14: Chapter 22,20241103,1547,0
3087,193,2,3,Episode 15: Chapter 23,20241110,1564,0
3088,193,2,4,Episode 16: Chapter 24,20241117,1581,0
3089,194,1,1,Episode 01: Chapter 10,20240821,1339,0
3090,194,1,2,Episode 02: Chapter 11,20240828,1356,0
3091,194,1,3,Episode 03: Chapter 12,20240904,1373,0
3092,194,1,4,Episode 04: Chapter 13,20240911,1390,0
3093,194,1,5,Episode 05: Chapter 14,20240918,1407,0
3094,194,1,6,Episode 06: Chapter 15,20240925,1424,0
3095,194,1,7,Episode 07: Chapter 16,20241002,1441,0
3096,194,1,8,Episode 08: Chapter 17,20241009,1458,0
3097,194,1,9,Episode 09: Chapter 18,20241016,1475,0
3098,194,1,10,Episode 10: Chapter 19,20241023,1492,1
3099,194,1,11,Episode 11: Chapter 20,20241030,1509,0
3100,194,1,12,Episode 12: Chapter 21,20241106,1526,0
3101,194,2,1,Episode 13: Chapter 22,20241113,1543,0
3102,194,2,2,Episode 14: Chapter 23,20241120,1560,0
3103,194,2,3,Episode 15: Chapter 24,20241127,1577,0
3104,194,2,4,Episode 16: Chapter 25,20241204,1594,0
3105,195,1,1,Episode 01: Chapter 11,20240907,1352,0
3106,195,1,2,Episode 02: Chapter 12,20240914,1369,0
3107,195,1,3,Episode 03: Chapter 13,20240921,1386,0
3108,195,1,4,Episode 04: Chapter 14,20240928,1403,0
3109,195,1,5,Episode 05: Chapter 15,20241005,1420,0
3110,195,1,6,Episode 06: Chapter 16,20241012,1437,0
3111,195,1,7,Episode 07: Chapter 17,20241019,1454,0
3112,195,1,8,Episode 08: Chapter 18,20241026,1471,0
3113,195,1,9,Episode 09: Chapter 19,20241102,1488,1
3114,195,1,10,Episode 10: Chapter 20,20241109,1505,0
3115,195,1,11,Episode 11: Chapter 21,20241116,1522,0
3116,195,1,12,Episode 12: Chapter 22,20241123,1539,0
3117,195,2,1,Episode 13: Chapter 23,20241130,1556,0
3118,195,2,2,Episode 14: Chapter 24,20241207,1573,0
3119,195,2,3,Episode 15: Chapter 25,20241214,1590,0
3120,195,2,4,Episode 16: Chapter 26,20241221,1607,0
3121,196,1,1,Episode 01: Chapter 12,20240924,1365,0
3122,196,1,2,Episode 02: Chapter 13,20241001,1382,0
3123,196,1,3,Episode 03: Chapter 14,20241008,1399,0
3124,196,1,4,Episode 04: Chapter 15,20241015,1416,0
3125,196,1,5,Episode 05: Chapter 16,20241022,1433,0
3126,196,1,6,Episode 06: Chapter 17,20241029,1450,0
3127,196,1,7,Episode 07: Chapter 18,20241105,1467,0
3128,196,1,8,Episode 08: Chapter 19,20241112,1484,1
3129,196,1,9,Episode 09: Chapter 20,20241119,1501,0
3130,196,1,10,Episode 10: Chapter 21,20241126,1518,0
3131,196,1,11,Episode 11: Chapter 22,20241203,1535,0
3132,196,1,12,Episode 12: Chapter 23,20241210,1552,0
3133,196,2,1,Episode 13: Chapter 24,20241217,1569,0
3134,196,2,2,Episode 14: Chapter 25,20241224,1586,0
3135,196,2,3,Episode 15: Chapter 26,20241231,1603,0
3136,196,2,4,Episode 16: Chapter 27,20250107,1620,0
3137,197,1,1,Episode 01: Chapter 13,20241011,1378,0
3138,197,1,2,Episode 02: Chapter 14,20241018,1395,0
3139,197,1,3,Episode 03: Chapter 15,20241025,1412,0
3140,197,1,4,Episode 04: Chapter 16,20241101,1429,0
3141,197,1,5,Episode 05: Chapter 17,20241108,1446,0
3142,197,1,6,Episode 06: Chapter 18,20241115,1463,0
3143,197,1,7,Episode 07: Chapter 19,20241122,1480,1
3144,197,1,8,Episode 08: Chapter 20,20241129,1497,0
3145,197,1,9,Episode 09: Chapter 21,20241206,1514,0
3146,197,1,10,Episode 10: Chapter 22,20241213,1531,0
3147,197,1,11,Episode 11: Chapter 23,20241220,1548,0
3148,197,1,12,Episode 12: Chapter 24,20241227,1565,0
3149,197,2,1,Episode 13: Chapter 25,20250103,1582,0
3150,197,2,2,Episode 14: Chapter 26,20250110,1599,0
3151,197,2,3,Episode 15: Chapter 27,20250117,1616,0
3152,197,2,4,Episode 16: Chapter 28,20250124,1633,0
3153,198,1,1,Episode 01: Chapter 14,20241028,1391,0
3154,198,1,2,Episode 02: Chapter 15,20241104,1408,0
3155,198,1,3,Episode 03: Chapter 16,20241111,1425,0
3156,198,1,4,Episode 04: Chapter 17,20241118,1442,0
3157,198,1,5,Episode 05: Chapter 18,20241125,1459,0
3158,198,1,6,Episode 06: Chapter 19,20241202,1476,1
3159,198,1,7,Episode 07: Chapter 20,20241209,1493,0
3160,198,1,8,Episode 08: Chapter 21,20241216,1510,0
3161,198,1,9,Episode 09: Chapter 22,20241223,1527,0
3162,198,1,10,Episode 10: Chapter 23,20241230,1544,0
3163,198,1,11,Episode 11: Chapter 24,20250106,1561,0
3164,198,1,12,Episode 12: Chapter 25,20250113,1578,0
3165,198,2,1,Episode 13: Chapter 26,20250120,1595,0
3166,198,2,2,Episode 14: Chapter 27,20250127,1612,0
3167,198,2,3,Episode 15: Chapter 28,20250203,1629,0
3168,198,2,4,Episode 16: Chapter 29,20250210,1646,0
3169,199,1,1,Episode 01: Chapter 15,20241114,1404,0
3170,199,1,2,Episode 02: Chapter 16,20241121,1421,0
3171,199,1,3,Episode 03: Chapter 17,20241128,1438,0
3172,199,1,4,Episode 04: Chapter 18,20241205,1455,0
3173,199,1,5,Episode 05: Chapter 19,20241212,1472,1
3174,199,1,6,Episode 06: Chapter 20,20241219,1489,0
3175,199,1,7,Episode 07: Chapter 21,20241226,1506,0
3176,199,1,8,Episode 08: Chapter 22,20250102,1523,0
3177,199,1,9,Episode 09: Chapter 23,20250109,1540,0
3178,199,1,10,Episode 10: Chapter 24,20250116,1557,0
3179,199,1,11,Episode 11: Chapter 25,20250123,1574,0
3180,199,1,12,Episode 12: Chapter 26,20250130,1591,0
3181,199,2,1,Episode 13: Chapter 27,20250206,1608,0
3182,199,2,2,Episode 14: Chapter 28,20250213,1625,0
3183,199,2,3,Episode 15: Chapter 29,20250220,1642,0
3184,199,2,4,Episode 16: Chapter 30,20250227,1659,0
3185,200,1,1,Episode 01: Chapter 16,20241201,1417,0
3186,200,1,2,Episode 02: Chapter 17,20241208,1434,0
3187,200,1,3,Episode 03: Chapter 18,20241215,1451,0
3188,200,1,4,Episode 04: Chapter 19,20241222,1468,1
3189,200,1,5,Episode 05: Chapter 20,20241229,1485,0
3190,200,1,6,Episode 06: Chapter 21,20250105,1502,0
3191,200,1,7,Episode 07: Chapter 22,20250112,1519,0
3192,200,1,8,Episode 08: Chapter 23,20250119,1536,0
3193,200,1,9,Episode 09: Chapter 24,20250126,1553,0
3194,200,1,10,Episode 10: Chapter 25,20250202,1570,0
3195,200,1,11,Episode 11: Chapter 26,20250209,1587,0
3196,200,1,12,Episode 12: Chapter 27,20250216,1604,0
3197,200,2,1,Episode 13: Chapter 28,20250223,1621,0
3198,200,2,2,Episode 14: Chapter 29,20250302,1638,0
3199,200,2,3,Episode 15: Chapter 30,20250309,1655,0
3200,200,2,4,Episode 16: Chapter 31,20250316,1672,0
3201,201,1,1,Episode 01: Chapter 17,20241218,1430,0
3202,201,1,2,Episode 02: Chapter 18,20241225,1447,0
3203,201,1,3,Episode 03: Chapter 19,20250101,1464,1
3204,201,1,4,Episode 04: Chapter 20,20250108,1481,0
3205,201,1,5,Episode 05: Chapter 21,20250115,1498,0
3206,201,1,6,Episode 06: Chapter 22,20250122,1515,0
3207,201,1,7,Episode 07: Chapter 23,20250129,1532,0
3208,201,1,8,Episode 08: Chapter 24,20250205,1549,0
3209,201,1,9,Episode 09: Chapter 25,20250212,1566,0
3210,201,1,10,Episode 10: Chapter 26,20250219,1583,0
3211,201,1,11,Episode 11: Chapter 27,20250226,1600,0
3212,201,1,12,Episode 12: Chapter 28,20250305,1617,0
3213,201,2,1,Episode 13: Chapter 29,20250312,1634,0
3214,201,2,2,Episode 14: Chapter 30,20250319,1651,0
3215,201,2,3,Episode 15: Chapter 31,20250326,1668,0
3216,201,2,4,Episode 16: Chapter 1,20250402,1325,0
3217,202,1,1,Episode 01: Chapter 18,20250104,1443,0
3218,202,1,2,Episode 02: Chapter 19,20250111,1460,1
3219,202,1,3,Episode 03: Chapter 20,20250118,1477,0
3220,202,1,4,Episode 04: Chapter 21,20250125,1494,0
3221,202,1,5,Episode 05: Chapter 22,20250201,1511,0
3222,202,1,6,Episode 06: Chapter 23,20250208,1528,0
3223,202,1,7,Episode 07: Chapter 24,20250215,1545,0
3224,202,1,8,Episode 08: Chapter 25,20250222,1562,0
3225,202,1,9,Episode 09: Chapter 26,20250301,1579,0
3226,202,1,10,Episode 10: Chapter 27,20250308,1596,0
3227,202,1,11,Episode 11: Chapter 28,20250315,1613,0
3228,202,1,12,Episode 12: Chapter 29,20250322,1630,0
3229,202,2,1,Episode 13: Chapter 30,20250329,1647,0
3230,202,2,2,Episode 14: Chapter 31,20250405,1664,0
3231,202,2,3,Episode 15: Chapter 1,20250412,1321,0
3232,202,2,4,Episode 16: Chapter 2,20250419,1338,0
3233,203,1,1,Episode 01: Chapter 19,20250121,1456,1
3234,203,1,2,Episode 02: Chapter 20,20250128,1473,0
3235,203,1,3,Episode 03: Chapter 21,20250204,1490,0
3236,203,1,4,Episode 04: Chapter 22,20250211,1507,0
3237,203,1,5,Episode 05: Chapter 23,20250218,1524,0
3238,203,1,6,Episode 06: Chapter 24,20250225,1541,0
3239,203,1,7,Episode 07: Chapter 25,20250304,1558,0
3240,203,1,8,Episode 08: Chapter 26,20250311,1575,0
3241,203,1,9,Episode 09: Chapter 27,20250318,1592,0
3242,203,1,10,Episode 10: Chapter 28,20250325,1609,0
3243,203,1,11,Episode 11: Chapter 29,20250401,1626,0
3244,203,1,12,Episode 12: Chapter 30,20250408,1643,0
3245,203,2,1,Episode 13: Chapter 31,20250415,1660,0
3246,203,2,2,Episode 14: Chapter 1,20250422,1677,0
3247,203,2,3,Episode 15: Chapter 2,20250429,1334,0
3248,203,2,4,Episode 16: Chapter 3,20250506,1351,0
3249,204,1,1,Episode 01: Chapter 20,20250207,1469,0
3250,204,1,2,Episode 02: Chapter 21,20250214,1486,0
3251,204,1,3,Episode 03: Chapter 22,20250221,1503,0
3252,204,1,4,Episode 04: Chapter 23,20250228,1520,0
3253,204,1,5,Episode 05: Chapter 24,20250307,1537,0
3254,204,1,6,Episode 06: Chapter 25,20250314,1554,0
3255,204,1,7,Episode 07: Chapter 26,20250321,1571,0
3256,204,1,8,Episode 08: Chapter 27,20250328,1588,0
3257,204,1,9,Episode 09: Chapter 28,20250404,1605,0
3258,204,1,10,Episode 10: Chapter 29,20250411,1622,0
3259,204,1,11,Episode 11: Chapter 30,20250418,1639,0
3260,204,1,12,Episode 12: Chapter 31,20250425,1656,0
3261,204,2,1,Episode 13: Chapter 1,20250502,1673,0
3262,204,2,2,Episode 14: Chapter 2,20250509,1330,0
3263,204,2,3,Episode 15: Chapter 3,20250516,1347,0
3264,204,2,4,Episode 16: Chapter 4,20250523,1364,0
3265,205,1,1,Episode 01: Chapter 21,20250224,1482,0
3266,205,1,2,Episode 02: Chapter 22,20250303,1499,0
3267,205,1,3,Episode 03: Chapter 23,20250310,1516,0
3268,205,1,4,Episode 04: Chapter 24,20250317,1533,0
3269,205,1,5,Episode 05: Chapter 25,20250324,1550,0
3270,205,1,6,Episode 06: Chapter 26,20250331,1567,0
3271,205,1,7,Episode 07: Chapter 27,20250407,1584,0
3272,205,1,8,Episode 08: Chapter 28,20250414,1601,0
3273,205,1,9,Episode 09: Chapter 29,20250421,1618,0
3274,205,1,10,Episode 10: Chapter 30,20250428,1635,0
3275,205,1,11,Episode 11: Chapter 31,20250505,1652,0
3276,205,1,12,Episode 12: Chapter 1,20250512,1669,0
3277,205,2,1,Episode 13: Chapter 2,20250519,1326,0
3278,205,2,2,Episode 14: Chapter 3,20250526,1343,0
3279,205,2,3,Episode 15: Chapter 4,20250602,1360,0
3280,205,2,4,Episode 16: Chapter 5,20250609,1377,1
3281,206,1,1,Episode 01: Chapter 22,20250313,1495,0
3282,206,1,2,Episode 02: Chapter 23,20250320,1512,0
3283,206,1,3,Episode 03: Chapter 24,20250327,1529,0
3284,206,1,4,Episode 04: Chapter 25,20250403,1546,0
3285,206,1,5,Episode 05: Chapter 26,20250410,1563,0
3286,206,1,6,Episode 06: Chapter 27,20250417,1580,0
3287,206,1,7,Episode 07: Chapter 28,20250424,1597,0
3288,206,1,8,Episode 08: Chapter 29,20250501,1614,0
3289,206,1,9,Episode 09: Chapter 30,20250508,1631,0
3290,206,1,10,Episode 10: Chapter 31,20250515,1648,0
3291,206,1,11,Episode 11: Chapter 1,20250522,1665,0
3292,206,1,12,Episode 12: Chapter 2,20250529,1322,0
3293,206,2,1,Episode 13: Chapter 3,20250605,1339,0
3294,206,2,2,Episode 14: Chapter 4,20250612,1356,0
3295,206,2,3,Episode 15: Chapter 5,20250619,1373,1
3296,206,2,4,Episode 16: Chapter 6,20250626,1390,0
3297,207,1,1,Episode 01: Chapter 23,20250330,1508,0
3298,207,1,2,Episode 02: Chapter 24,20250406,1525,0
3299,207,1,3,Episode 03: Chapter 25,20250413,1542,0
3300,207,1,4,Episode 04: Chapter 26,20250420,1559,0
3301,207,1,5,Episode 05: Chapter 27,20250427,1576,0
3302,207,1,6,Episode 06: Chapter 28,20250504,1593,0
3303,207,1,7,Episode 07: Chapter 29,20250511,1610,0
3304,207,1,8,Episode 08: Chapter 30,20250518,1627,0
3305,207,1,9,Episode 09: Chapter 31,20250525,1644,0
3306,207,1,10,Episode 10: Chapter 1,20250601,1661,0
3307,207,1,11,Episode 11: Chapter 2,20250608,1678,0
3308,207,1,12,Episode 12: Chapter 3,20250615,1335,0
3309,207,2,1,Episode 13: Chapter 4,20250622,1352,0
3310,207,2,2,Episode 14: Chapter 5,20250629,1369,1
3311,207,2,3,Episode 15: Chapter 6,20250706,1386,0
3312,207,2,4,Episode 16: Chapter 7,20250713,1403,0
3313,208,1,1,Episode 01: Chapter 24,20250416,1521,0
3314,208,1,2,Episode 02: Chapter 25,20250423,1538,0
3315,208,1,3,Episode 03: Chapter 26,20250430,1555,0
3316,208,1,4,Episode 04: Chapter 27,20250507,1572,0
3317,208,1,5,Episode 05: Chapter 28,20250514,1589,0
3318,208,1,6,Episode 06: Chapter 29,20250521,1606,0
3319,208,1,7,Episode 07: Chapter 30,20250528,1623,0
3320,208,1,8,Episode 08: Chapter 31,20250604,1640,0
3321,208,1,9,Episode 09: Chapter 1,20250611,1657,0
3322,208,1,10,Episode 10: Chapter 2,20250618,1674,0
3323,208,1,11,Episode 11: Chapter 3,20250625,1331,0
3324,208,1,12,Episode 12: Chapter 4,20250702,1348,0
3325,208,2,1,Episode 13: Chapter 5,20250709,1365,1
3326,208,2,2,Episode 14: Chapter 6,20250716,1382,0
3327,208,2,3,Episode 15: Chapter 7,20250723,1399,0
3328,208,2,4,Episode 16: Chapter 8,20250730,1416,0
3329,209,1,1,Episode 01: Chapter 25,20250503,1534,0
3330,209,1,2,Episode 02: Chapter 26,20250510,1551,0
3331,209,1,3,Episode 03: Chapter 27,20250517,1568,0
3332,209,1,4,Episode 04: Chapter 28,20250524,1585,0
3333,209,1,5,Episode 05: Chapter 29,20250531,1602,0
3334,209,1,6,Episode 06: Chapter 30,20250607,1619,0
3335,209,1,7,Episode 07: Chapter 31,20250614,1636,0
3336,209,1,8,Episode 08: Chapter 1,20250621,1653,0
3337,209,1,9,Episode 09: Chapter 2,20250628,1670,0
3338,209,1,10,Episode 10: Chapter 3,20250705,1327,0
3339,209,1,11,Episode 11: Chapter 4,20250712,1344,0
3340,209,1,12,Episode 12: Chapter 5,20250719,1361,1
3341,209,2,1,Episode 13: Chapter 6,20250726,1378,0
3342,209,2,2,Episode 14: Chapter 7,20250802,1395,0
3343,209,2,3,Episode 15: Chapter 8,20250809,1412,0
3344,209,2,4,Episode 16: Chapter 9,20250816,1429,0
3345,210,1,1,Episode 01: Chapter 26,20250520,1547,0
3346,210,1,2,Episode 02: Chapter 27,20250527,1564,0
3347,210,1,3,Episode 03: Chapter 28,20250603,1581,0
3348,210,1,4,Episode 04: Chapter 29,20250610,1598,0
3349,210,1,5,Episode 05: Chapter 30,20250617,1615,0
3350,210,1,6,Episode 06: Chapter 31,20250624,1632,0
3351,210,1,7,Episode 07: Chapter 1,20250701,1649,0
3352,210,1,8,Episode 08: Chapter 2,20250708,1666,0
3353,210,1,9,Episode 09: Chapter 3,20250715,1323,0
3354,210,1,10,Episode 10: Chapter 4,20250722,1340,0
3355,210,1,11,Episode 11: Chapter 5,20250729,1357,1
3356,210,1,12,Episode 12: Chapter 6,20250805,1374,0
3357,210,2,1,Episode 13: Chapter 7,20250812,1391,0
3358,210,2,2,Episode 14: Chapter 8,20250819,1408,0
3359,210,2,3,Episode 15: Chapter 9,20250826,1425,0
3360,210,2,4,Episode 16: Chapter 10,20250902,1442,0
3361,211,1,1,Episode 01: Chapter 27,20250606,1560,0
3362,211,1,2,Episode 02: Chapter 28,20250613,1577,0
3363,211,1,3,Episode 03: Chapter 29,20250620,1594,0
3364,211,1,4,Episode 04: Chapter 30,20250627,1611,0
3365,211,1,5,Episode 05: Chapter 31,20250704,1628,0
3366,211,1,6,Episode 06: Chapter 1,20250711,1645,0
3367,211,1,7,Episode 07: Chapter 2,20250718,1662,0
3368,211,1,8,Episode 08: Chapter 3,20250725,1679,0
3369,211,1,9,Episode 09: Chapter 4,20250801,1336,0
3370,211,1,10,Episode 10: Chapter 5,20250808,1353,1
3371,211,1,11,Episode 11: Chapter 6,20250815,1370,0
3372,211,1,12,Episode 12: Chapter 7,20250822,1387,0
3373,211,2,1,Episode 13: Chapter 8,20250829,1404,0
3374,211,2,2,Episode 14: Chapter 9,20250905,1421,0
3375,211,2,3,Episode 15: Chapter 10,20250912,1438,0
3376,211,2,4,Episode 16: Chapter 11,20250919,1455,0
3377,212,1,1,Episode 01: Chapter 28,20230105,1573,0
3378,212,1,2,Episode 02: Chapter 29,20230112,1590,0
3379,212,1,3,Episode 03: Chapter 30,20230119,1607,0
3380,212,1,4,Episode 04: Chapter 31,20230126,1624,0
3381,212,1,5,Episode 05: Chapter 1,20230202,1641,0
3382,212,1,6,Episode 06: Chapter 2,20230209,1658,0
3383,212,1,7,Episode 07: Chapter 3,20230216,1675,0
3384,212,1,8,Episode 08: Chapter 4,20230223,1332,0
3385,212,1,9,Episode 09: Chapter 5,20230302,1349,1
3386,212,1,10,Episode 10: Chapter 6,20230309,1366,0
3387,212,1,11,Episode 11: Chapter 7,20230316,1383,0
3388,212,1,12,Episode 12: Chapter 8,20230323,1400,0
3389,212,2,1,Episode 13: Chapter 9,20230330,1417,0
3390,212,2,2,Episode 14: Chapter 10,20230406,1434,0
3391,212,2,3,Episode 15: Chapter 11,20230413,1451,0
3392,212,2,4,Episode 16: Chapter 12,20230420,1468,0
3393,213,1,1,Episode 01: Chapter 29,20230122,1586,0
3394,213,1,2,Episode 02: Chapter 30,20230129,1603,0
3395,213,1,3,Episode 03: Chapter 31,20230205,1620,0
3396,213,1,4,Episode 04: Chapter 1,20230212,1637,0
3397,213,1,5,Episode 05: Chapter 2,20230219,1654,0
3398,213,1,6,Episode 06: Chapter 3,20230226,1671,0
3399,213,1,7,Episode 07: Chapter 4,20230305,1328,0
3400,213,1,8,Episode 08: Chapter 5,20230312,1345,1
3401,213,1,9,Episode 09: Chapter 6,20230319,1362,0
3402,213,1,10,Episode 10: Chapter 7,20230326,1379,0
3403,213,1,11,Episode 11: Chapter 8,20230402,1396,0
3404,213,1,12,Episode 12: Chapter 9,20230409,1413,0
3405,213,2,1,Episode 13: Chapter 10,20230416,1430,0
3406,213,2,2,Episode 14: Chapter 11,20230423,1447,0
3407,213,2,3,Episode 15: Chapter 12,20230430,1464,0
3408,213,2,4,Episode 16: Chapter 13,20230507,1481,0
3409,214,1,1,Episode 01: Chapter 30,20230208,1599,0
3410,214,1,2,Episode 02: Chapter 31,20230215,1616,0
3411,214,1,3,Episode 03: Chapter 1,20230222,1633,0
3412,214,1,4,Episode 04: Chapter 2,20230301,1650,0
3413,214,1,5,Episode 05: Chapter 3,20230308,1667,0
3414,214,1,6,Episode 06: Chapter 4,20230315,1324,0
3415,214,1,7,Episode 07: Chapter 5,20230322,1341,1
3416,214,1,8,Episode 08: Chapter 6,20230329,1358,0
3417,214,1,9,Episode 09: Chapter 7,20230405,1375,0
3418,214,1,10,Episode 10: Chapter 8,20230412,1392,0
3419,214,1,11,Episode 11: Chapter 9,20230419,1409,0
3420,214,1,12,Episode 12: Chapter 10,20230426,1426,0
3421,214,2,1,Episode 13: Chapter 11,20230503,1443,0
3422,214,2,2,Episode 14: Chapter 12,20230510,1460,0
3423,214,2,3,Episode 15: Chapter 13,20230517,1477,0
3424,214,2,4,Episode 16: Chapter 14,20230524,1494,0
3425,215,1,1,Episode 01: Chapter 31,20230225,1612,0
3426,215,1,2,Episode 02: Chapter 1,20230304,1629,0
3427,215,1,3,Episode 03: Chapter 2,20230311,1646,0
3428,215,1,4,Episode 04: Chapter 3,20230318,1663,0
3429,215,1,5,Episode 05: Chapter 4,20230325,1320,0
3430,215,1,6,Episode 06: Chapter 5,20230401,1337,1
3431,215,1,7,Episode 07: Chapter 6,20230408,1354,0
3432,215,1,8,Episode 08: Chapter 7,20230415,1371,0
3433,215,1,9,Episode 09: Chapter 8,20230422,1388,0
3434,215,1,10,Episode 10: Chapter 9,20230429,1405,0
3435,215,1,11,Episode 11: Chapter 10,20230506,1422,0
3436,215,1,12,Episode 12: Chapter 11,20230513,1439,0
3437,215,2,1,Episode 13: Chapter 12,20230520,1456,0
3438,215,2,2,Episode 14: Chapter 13,20230527,1473,0
3439,215,2,3,Episode 15: Chapter 14,20230603,1490,0
3440,215,2,4,Episode 16: Chapter 15,20230610,1507,0
3441,216,1,1,Episode 01: Chapter 1,20230314,1625,0
3442,216,1,2,Episode 02: Chapter 2,20230321,1642,0
3443,216,1,3,Episode 03: Chapter 3,20230328,1659,0
3444,216,1,4,Episode 04: Chapter 4,20230404,1676,0
3445,216,1,5,Episode 05: Chapter 5,20230411,1333,1
3446,216,1,6,Episode 06: Chapter 6,20230418,1350,0
3447,216,1,7,Episode 07: Chapter 7,20230425,1367,0
3448,216,1,8,Episode 08: Chapter 8,20230502,1384,0
3449,216,1,9,Episode 09: Chapter 9,20230509,1401,0
3450,216,1,10,Episode 10: Chapter 10,20230516,1418,0
3451,216,1,11,Episode 11: Chapter 11,20230523,1435,0
3452,216,1,12,Episode 12: Chapter 12,20230530,1452,0
3453,216,2,1,Episode 13: Chapter 13,20230606,1469,0
3454,216,2,2,Episode 14: Chapter 14,20230613,1486,0
3455,216,2,3,Episode 15: Chapter 15,20230620,1503,0
3456,216,2,4,Episode 16: Chapter 16,20230627,1520,0
3457,217,1,1,Episode 01: Chapter 2,20230331,1638,0
3458,217,1,2,Episode 02: Chapter 3,20230407,1655,0
3459,217,1,3,Episode 03: Chapter 4,20230414,1672,0
3460,217,1,4,Episode 04: Chapter 5,20230421,1329,1
3461,217,1,5,Episode 05: Chapter 6,20230428,1346,0
3462,217,1,6,Episode 06: Chapter 7,20230505,1363,0
3463,217,1,7,Episode 07: Chapter 8,20230512,1380,0
3464,217,1,8,Episode 08: Chapter 9,20230519,1397,0
3465,217,1,9,Episode 09: Chapter 10,20230526,1414,0
3466,217,1,10,Episode 10: Chapter 11,20230602,1431,0
3467,217,1,11,Episode 11: Chapter 12,20230609,1448,0
3468,217,1,12,Episode 12: Chapter 13,20230616,1465,0
3469,217,2,1,Episode 13: Chapter 14,20230623,1482,0
3470,217,2,2,Episode 14: Chapter 15,20230630,1499,0
3471,217,2,3,Episode 15: Chapter 16,20230707,1516,0
3472,217,2,4,Episode 16: Chapter 17,20230714,1533,0
3473,218,1,1,Episode 01: Chapter 3,20230417,1651,0
3474,218,1,2,Episode 02: Chapter 4,20230424,1668,0
3475,218,1,3,Episode 03: Chapter 5,20230501,1325,1
3476,218,1,4,Episode 04: Chapter 6,20230508,1342,0
3477,218,1,5,Episode 05: Chapter 7,20230515,1359,0
3478,218,1,6,Episode 06: Chapter 8,20230522,1376,0
3479,218,1,7,Episode 07: Chapter 9,20230529,1393,0
3480,218,1,8,Episode 08: Chapter 10,20230605,1410,0
3481,218,1,9,Episode 09: Chapter 11,20230612,1427,0
3482,218,1,10,Episode 10: Chapter 12,20230619,1444,0
3483,218,1,11,Episode 11: Chapter 13,20230626,1461,0
3484,218,1,12,Episode 12: Chapter 14,20230703,1478,0
3485,218,2,1,Episode 13: Chapter 15,20230710,1495,0
3486,218,2,2,Episode 14: Chapter 16,20230717,1512,0
3487,218,2,3,Episode 15: Chapter 17,20230724,1529,0
3488,218,2,4,Episode 16: Chapter 18,20230731,1546,0
3489,219,1,1,Episode 01: Chapter 4,20230504,1664,0
3490,219,1,2,Episode 02: Chapter 5,20230511,1321,1
3491,219,1,3,Episode 03: Chapter 6,20230518,1338,0
3492,219,1,4,Episode 04: Chapter 7,20230525,1355,0
3493,219,1,5,Episode 05: Chapter 8,20230601,1372,0
3494,219,1,6,Episode 06: Chapter 9,20230608,1389,0
3495,219,1,7,Episode 07: Chapter 10,20230615,1406,0
3496,219,1,8,Episode 08: Chapter 11,20230622,1423,0
3497,219,1,9,Episode 09: Chapter 12,20230629,1440,0
3498,219,1,10,Episode 10: Chapter 13,20230706,1457,0
3499,219,1,11,Episode 11: Chapter 14,20230713,1474,0
3500,219,1,12,Episode 12: Chapter 15,20230720,1491,0
3501,219,2,1,Episode 13: Chapter 16,20230727,1508,0
