watch_session_id,user_id,episode_id,subscription_id,watch_date_key,started_at,device_type,playback_region,watch_seconds,completion_pct,completed_flag,rewatch_flag,buffering_seconds
70257,3298,5113,,20230116,2023-01-16T09:40:09,Console,Europe,1248,0.746,0,1,2
70258,1681,4612,,20230621,2023-06-21T09:42:26,Web,Latin America,1001,0.6479,0,0,14
70259,1197,4860,,20230729,2023-07-29T09:44:43,Tablet,Latin America,990,0.653,0,0,12
70260,2712,2449,,20230403,2023-04-03T09:47:00,Mobile,APAC,484,0.3145,0,0,10
70261,4046,3750,5785,20251031,2025-10-31T09:49:17,TV,Europe,1224,0.7664,0,0,9
70262,1719,337,,20230826,2023-08-26T09:51:34,Console,North America,1521,0.9372,1,0,3
70263,774,138,2129,20251109,2025-11-09T09:53:51,Web,Europe,1052,0.6546,0,0,10
70264,1829,248,,20230904,2023-09-04T09:56:08,Tablet,Latin America,545,0.3275,0,0,3
70265,1852,4337,,20240829,2024-08-29T09:58:25,Mobile,APAC,594,0.3637,0,0,17
70266,5870,283,,20231122,2023-11-22T10:00:42,TV,Europe,994,0.7198,0,0,3
70267,5567,4362,,20251112,2025-11-12T10:02:59,Console,North America,722,0.5017,0,0,2
70268,3788,4398,,20240206,2024-02-06T10:05:16,Web,APAC,1275,0.8317,0,1,16
70269,5747,4971,,20230717,2023-07-17T10:07:33,Tablet,North America,1321,0.8308,0,0,1
70270,5607,4119,,20250424,2025-04-24T10:09:50,Mobile,North America,1207,0.7772,0,0,8
70271,3993,4521,,20250225,2025-02-25T10:12:07,TV,Latin America,1116,0.7191,0,0,12
70272,1911,4384,,20230107,2023-01-07T10:14:24,Console,North America,1230,0.7915,0,0,10
70273,2696,3800,,20230911,2023-09-11T10:16:41,Web,APAC,1096,0.6563,0,0,1
70274,4787,1953,,20230211,2023-02-11T10:18:58,Tablet,North America,1106,0.7393,0,0,3
70275,4435,3250,282,20240615,2024-06-15T10:21:15,Mobile,North America,1017,0.6844,0,0,25
70276,1439,2901,,20241027,2024-10-27T10:23:32,TV,North America,1497,0.9292,1,0,11
70277,5750,5065,,20240817,2024-08-17T10:25:49,Console,Europe,1175,0.7191,0,0,30
70278,5002,2064,,20240108,2024-01-08T10:28:06,Web,Europe,342,0.2328,0,0,33
70279,3269,3838,,20250909,2025-09-09T10:30:23,Tablet,Latin America,1012,0.7038,0,1,24
70280,1620,4976,,20240104,2024-01-04T10:32:40,Mobile,APAC,1179,0.7039,0,0,1
70281,4247,2526,,20230906,2023-09-06T10:34:57,TV,North America,1352,0.9311,1,0,40
70282,4426,3683,3525,20230617,2023-06-17T10:37:14,Console,Europe,1291,0.8641,0,0,10
70283,5533,500,,20240111,2024-01-11T10:39:31,Web,Latin America,980,0.6787,0,0,9
70284,4790,2656,,20231010,2023-10-10T10:41:48,Tablet,Europe,1495,0.9403,1,0,17
70285,1524,2233,,20250801,2025-08-01T10:44:05,Mobile,APAC,1287,0.862,0,0,0
70286,1035,1211,,20250422,2025-04-22T10:46:22,TV,North America,1093,0.7724,0,0,3
70287,2669,4971,,20230518,2023-05-18T10:48:39,Console,Latin America,1541,0.9692,1,0,0
70288,1136,3635,,20240210,2024-02-10T10:50:56,Web,APAC,1033,0.71,0,0,13
70289,1603,5589,,20230119,2023-01-19T10:53:13,Tablet,North America,1261,0.7713,0,0,12
70290,1120,1352,,20230115,2023-01-15T10:55:30,Mobile,APAC,718,0.4848,0,1,1
70291,3018,1413,,20250501,2025-05-01T10:57:47,TV,Europe,394,0.2659,0,0,1
70292,5989,5386,,20250206,2025-02-06T11:00:04,Console,Latin America,727,0.4687,0,0,33
70293,5204,3167,4519,20230830,2023-08-30T11:02:21,Web,APAC,678,0.4162,0,0,5
70294,5724,355,,20230921,2023-09-21T11:04:38,Tablet,APAC,1230,0.7365,0,0,14
70295,1028,2141,,20251021,2025-10-21T11:06:55,Mobile,APAC,828,0.5583,0,0,2
70296,1366,3702,,20241002,2024-10-02T11:09:12,TV,Europe,947,0.6078,0,0,25
70297,957,4036,,20250711,2025-07-11T11:11:29,Console,Latin America,291,0.2025,0,0,2
70298,4278,3882,,20240414,2024-04-14T11:13:46,Web,Europe,546,0.3875,0,0,15
70299,5293,2389,,20231004,2023-10-04T11:16:03,Tablet,Latin America,1361,0.8752,0,0,5
70300,3776,1891,,20250113,2025-01-13T11:18:20,Mobile,APAC,1026,0.6942,0,0,6
70301,3181,3843,,20240212,2024-02-12T11:20:37,TV,Latin America,961,0.5917,0,1,3
70302,3922,5219,5133,20231110,2023-11-10T11:22:54,Console,Europe,869,0.5229,0,0,12
70303,5099,890,,20240421,2024-04-21T11:25:11,Web,North America,1119,0.747,0,0,5
70304,1461,3175,,20251106,2025-11-06T11:27:28,Tablet,Latin America,801,0.5319,0,0,4
70305,4984,4095,,20241225,2024-12-25T11:29:45,Mobile,APAC,1001,0.6019,0,0,3
70306,5466,1291,,20230413,2023-04-13T11:32:02,TV,Europe,1236,0.8351,0,0,11
70307,1593,4195,,20250228,2025-02-28T11:34:19,Console,Latin America,1187,0.7658,0,0,1
70308,5175,1938,,20230717,2023-07-17T11:36:36,Web,North America,1132,0.7547,0,0,10
70309,2600,4824,2827,20241113,2024-11-13T11:38:53,Tablet,APAC,569,0.4001,0,0,0
70310,4606,3016,4665,20240110,2024-01-10T11:41:10,Mobile,Europe,1151,0.8263,0,0,2
70311,3909,686,,20230812,2023-08-12T11:43:27,TV,Latin America,1273,0.9112,1,0,16
70312,486,3056,,20251208,2025-12-08T11:45:44,Console,Europe,1351,0.8688,0,1,0
70313,643,1296,,20240516,2024-05-16T11:48:01,Web,North America,1450,0.9265,1,0,7
70314,1330,2597,,20250720,2025-07-20T11:50:18,Tablet,Europe,872,0.6393,0,0,16
70315,4792,2324,5643,20241016,2024-10-16T11:52:35,Mobile,APAC,1327,0.893,0,0,2
70316,551,2863,,20230927,2023-09-27T11:54:52,TV,North America,870,0.6295,0,0,11
70317,4795,1643,8562,20241214,2024-12-14T11:57:09,Console,North America,620,0.441,0,0,6
70318,2845,2471,,20230226,2023-02-26T11:59:26,Web,Latin America,1406,0.8501,0,0,4
70319,4148,810,,20250925,2025-09-25T12:01:43,Tablet,APAC,527,0.3678,0,0,5
70320,1421,5154,,20250611,2025-06-11T12:04:00,Mobile,Latin America,1401,0.8795,0,0,0
70321,1326,1718,,20230406,2023-04-06T12:06:17,TV,Europe,743,0.5361,0,0,2
70322,4097,5503,,20250209,2025-02-09T12:08:34,Console,Latin America,866,0.6335,0,0,8
70323,315,4884,,20240228,2024-02-28T12:10:51,Web,North America,446,0.3172,0,1,0
70324,1973,4815,,20230820,2023-08-20T12:13:08,Tablet,Latin America,469,0.3069,0,0,7
70325,3138,1325,,20230604,2023-06-04T12:15:25,Mobile,Europe,801,0.5201,0,0,15
70326,4239,1497,1574,20250816,2025-08-16T12:17:42,TV,North America,1037,0.6421,0,0,13
70327,2989,4915,3324,20240630,2024-06-30T12:19:59,Console,Latin America,1095,0.7739,0,0,10
70328,5821,885,,20230314,2023-03-14T12:22:16,Web,Latin America,601,0.4253,0,0,3
70329,474,5173,,20250805,2025-08-05T12:24:33,Tablet,Europe,1341,0.8093,0,0,0
70330,5394,1796,,20250402,2025-04-02T12:26:50,Mobile,Europe,1101,0.777,0,0,2
70331,2219,2370,,20250710,2025-07-10T12:29:07,TV,North America,812,0.5446,0,0,21
70332,429,388,,20251204,2025-12-04T12:31:24,Console,Latin America,1117,0.8256,0,0,7
70333,4314,1410,,20250815,2025-08-15T12:33:41,Web,Europe,971,0.6785,0,0,3
70334,4994,4497,,20250222,2025-02-22T12:35:58,Tablet,Europe,1006,0.717,0,1,12
70335,990,373,2297,20241227,2024-12-27T12:38:15,Mobile,Europe,1174,0.8651,0,0,0
70336,4112,2732,,20240630,2024-06-30T12:40:32,TV,APAC,880,0.5545,0,0,21
70337,5382,4339,,20230123,2023-01-23T12:42:49,Console,Europe,1369,0.8212,0,0,14
70338,610,1497,,20241126,2024-11-26T12:45:06,Web,Europe,1066,0.6601,0,0,4
70339,3780,1534,,20250223,2025-02-23T12:47:23,Tablet,APAC,729,0.5337,0,0,1
70340,1218,3048,,20240402,2024-04-02T12:49:40,Mobile,Europe,431,0.3037,0,0,5
70341,4153,4479,,20250529,2025-05-29T12:51:57,TV,Latin America,1231,0.7622,0,0,5
70342,1930,3444,,20241209,2024-12-09T12:54:14,Console,Europe,1543,0.9206,1,0,0
70343,5657,4857,,20240414,2024-04-14T12:56:31,Web,Latin America,392,0.2676,0,0,3
70344,3496,4603,,20250310,2025-03-10T12:58:48,Tablet,APAC,743,0.45,0,0,3
70345,1250,3997,,20250508,2025-05-08T13:01:05,Mobile,Europe,61,0.0393,0,1,26
70346,2781,4385,,20240210,2024-02-10T13:03:22,TV,Latin America,590,0.3529,0,0,5
70347,2683,3859,,20230126,2023-01-26T13:05:39,Console,North America,890,0.5437,0,0,0
70348,1191,2074,,20240209,2024-02-09T13:07:56,Web,North America,1218,0.8826,0,0,17
70349,5384,3011,,20230521,2023-05-21T13:10:13,Tablet,APAC,1008,0.6043,0,0,4
70350,4135,3516,,20251107,2025-11-07T13:12:30,Mobile,North America,1349,0.8969,0,0,7
70351,1137,2894,1328,20250207,2025-02-07T13:14:47,TV,Latin America,1174,0.844,0,0,27
70352,2516,4071,,20230704,2023-07-04T13:17:04,Console,APAC,494,0.3263,0,0,11
70353,3964,2547,,20230607,2023-06-07T13:19:21,Web,APAC,1179,0.7141,0,0,1
70354,2204,1884,,20250909,2025-09-09T13:21:38,Tablet,APAC,1233,0.7621,0,0,9
70355,3324,5360,,20250821,2025-08-21T13:23:55,Mobile,APAC,1429,0.8783,0,0,14
70356,404,1839,,20230405,2023-04-05T13:26:12,TV,APAC,1334,0.8184,0,1,4
70357,2516,179,,20230127,2023-01-27T13:28:29,Console,APAC,711,0.4656,0,0,6
70358,598,2249,4881,20250612,2025-06-12T13:30:46,Web,Europe,1228,0.8154,0,0,10
70359,1406,3410,5065,20250527,2025-05-27T13:33:03,Tablet,Europe,1142,0.7067,0,0,0
70360,2682,1022,,20251223,2025-12-23T13:35:20,Mobile,Europe,834,0.4994,0,0,13
70361,4161,4614,,20230623,2023-06-23T13:37:37,TV,Latin America,1185,0.7505,0,0,0
70362,5686,276,5505,20250630,2025-06-30T13:39:54,Console,Europe,1441,0.8884,0,0,19
70363,5348,122,,20230130,2023-01-30T13:42:11,Web,APAC,1366,0.857,0,0,24
70364,1178,77,,20250828,2025-08-28T13:44:28,Tablet,Europe,544,0.3387,0,0,9
70365,2122,5436,5733,20250221,2025-02-21T13:46:45,Mobile,Europe,1000,0.6158,0,0,7
70366,1582,4579,2313,20251013,2025-10-13T13:49:02,TV,Europe,1077,0.717,0,0,9
70367,5637,4734,,20231109,2023-11-09T13:51:19,Console,Latin America,758,0.5242,0,1,3
70368,4574,4956,,20230115,2023-01-15T13:53:36,Web,Europe,1236,0.7754,0,0,2
70369,1485,4150,3932,20231123,2023-11-23T13:55:53,Tablet,Latin America,219,0.1402,0,0,33
70370,3423,29,,20240921,2024-09-21T13:58:10,Mobile,North America,705,0.4499,0,0,6
70371,2730,3237,,20251004,2025-10-04T14:00:27,TV,Europe,1204,0.79,0,0,2
70372,4179,922,,20250327,2025-03-27T14:02:44,Console,North America,1131,0.7421,0,0,2
70373,4828,2246,,20240425,2024-04-25T14:05:01,Web,APAC,1313,0.9024,1,0,3
70374,288,2541,3251,20250220,2025-02-20T14:07:18,Tablet,APAC,1010,0.6975,0,0,8
70375,2589,5425,,20230223,2023-02-23T14:09:35,Mobile,Latin America,1067,0.7425,0,0,3
70376,3188,390,,20251216,2025-12-16T14:11:52,TV,APAC,1290,0.9301,1,0,0
70377,577,3298,2448,20251225,2025-12-25T14:14:09,Console,Latin America,1286,0.8433,0,0,5
70378,1415,194,,20250323,2025-03-23T14:16:26,Web,North America,1417,0.9304,1,1,3
70379,3941,527,,20230509,2023-05-09T14:18:43,Tablet,Latin America,794,0.483,0,0,0
70380,5367,4894,,20251030,2025-10-30T14:21:00,Mobile,North America,1516,0.9619,1,0,1
70381,5921,4583,160,20240112,2024-01-12T14:23:17,TV,Latin America,1374,0.8752,0,0,32
70382,2676,971,,20230428,2023-04-28T14:25:34,Console,APAC,1022,0.6468,0,0,14
70383,5637,2438,,20250823,2025-08-23T14:27:51,Web,Latin America,1394,0.8653,0,0,5
70384,3350,1923,,20240831,2024-08-31T14:30:08,Tablet,Europe,1151,0.7653,0,0,2
70385,5775,621,,20250406,2025-04-06T14:32:25,Mobile,North America,1253,0.9435,1,0,2
70386,2443,1691,,20230813,2023-08-13T14:34:42,TV,North America,1360,0.9412,1,0,6
70387,2611,1683,1530,20250729,2025-07-29T14:36:59,Console,North America,969,0.5806,0,0,3
70388,5952,2238,,20231001,2023-10-01T14:39:16,Web,APAC,1142,0.7237,0,0,1
70389,3063,260,,20240203,2024-02-03T14:41:33,Tablet,North America,1519,0.9441,1,1,1
70390,5931,4305,,20231222,2023-12-22T14:43:50,Mobile,North America,794,0.4941,0,0,14
70391,4116,618,1895,20251231,2025-12-31T14:46:07,TV,APAC,940,0.5742,0,0,12
70392,3729,109,,20240713,2024-07-13T14:48:24,Console,Latin America,734,0.4498,0,0,12
70393,2783,1908,,20231125,2023-11-25T14:50:41,Web,North America,1313,0.8707,0,0,9
70394,1585,4620,,20240123,2024-01-23T14:52:58,Tablet,Latin America,1007,0.7623,0,0,15
70395,2087,2438,,20230711,2023-07-11T14:55:15,Mobile,North America,1367,0.8485,0,0,3
70396,393,5615,,20240819,2024-08-19T14:57:32,TV,Latin America,847,0.5809,0,0,12
70397,1266,426,,20240420,2024-04-20T14:59:49,Console,Europe,386,0.2606,0,0,8
70398,3591,4006,,20230412,2023-04-12T15:02:06,Web,North America,1090,0.7543,0,0,0
70399,3696,4324,,20230624,2023-06-24T15:04:23,Tablet,APAC,1157,0.6924,0,0,6
70400,3768,2259,,20241116,2024-11-16T15:06:40,Mobile,APAC,1307,0.9224,1,1,17
70401,2445,2528,,20250918,2025-09-18T15:08:57,TV,Latin America,1368,0.9206,1,0,3
70402,4221,2381,,20230923,2023-09-23T15:11:14,Console,Latin America,1518,0.9046,1,0,9
70403,2562,5134,,20230123,2023-01-23T15:13:31,Web,Europe,742,0.5259,0,0,20
70404,2438,3075,,20250716,2025-07-16T15:15:48,Tablet,Europe,1254,0.9221,1,0,7
70405,3518,267,2041,20250704,2025-07-04T15:18:05,Mobile,Europe,868,0.6345,0,0,3
70406,3145,4429,,20230109,2023-01-09T15:20:22,TV,Latin America,709,0.4598,0,0,1
70407,1493,2809,,20250312,2025-03-12T15:22:39,Console,Latin America,1550,0.9681,1,0,8
70408,866,4521,,20240202,2024-02-02T15:24:56,Web,Europe,849,0.547,0,0,0
70409,852,1627,,20250729,2025-07-29T15:27:13,Tablet,APAC,1364,0.9792,1,0,20
70410,1743,4417,8966,20250727,2025-07-27T15:29:30,Mobile,North America,921,0.6883,0,0,17
70411,1820,3463,,20240103,2024-01-03T15:31:47,TV,APAC,854,0.6188,0,1,8
70412,3228,4806,,20240122,2024-01-22T15:34:04,Console,APAC,1145,0.8327,0,0,15
70413,3171,2999,,20230228,2023-02-28T15:36:21,Web,North America,404,0.2964,0,0,1
70414,1341,3459,1820,20250415,2025-04-15T15:38:38,Tablet,Latin America,644,0.3852,0,0,0
70415,3520,2808,,20240419,2024-04-19T15:40:55,Mobile,APAC,739,0.4665,0,0,4
70416,262,5555,,20230223,2023-02-23T15:43:12,TV,Europe,1063,0.6749,0,0,4
70417,309,567,,20230725,2023-07-25T15:45:29,Console,Latin America,1489,0.9625,1,0,5
70418,4857,3102,8888,20250106,2025-01-06T15:47:46,Web,Latin America,955,0.6122,0,0,13
70419,850,1970,,20230427,2023-04-27T15:50:03,Tablet,Europe,1045,0.6848,0,0,2
70420,5991,2715,,20240414,2024-04-14T15:52:20,Mobile,North America,1327,0.8523,0,0,11
70421,3441,1236,5120,20241209,2024-12-09T15:54:37,TV,Latin America,1206,0.9123,1,0,14
70422,3303,259,,20240104,2024-01-04T15:56:54,Console,North America,692,0.4347,0,1,6
70423,3722,5565,,20231113,2023-11-13T15:59:11,Web,Europe,838,0.6051,0,0,12
70424,2123,5300,,20240310,2024-03-10T16:01:28,Tablet,North America,671,0.4848,0,0,13
70425,3399,2757,,20250814,2025-08-14T16:03:45,Mobile,North America,1039,0.6954,0,0,8
70426,728,4781,,20250516,2025-05-16T16:06:02,TV,APAC,1255,0.8549,0,0,20
70427,4742,4666,,20230911,2023-09-11T16:08:19,Console,Europe,717,0.5407,0,0,3
70428,3656,5372,,20241222,2024-12-22T16:10:36,Web,APAC,844,0.5369,0,0,0
70429,5747,238,,20231203,2023-12-03T16:12:53,Tablet,North America,905,0.6497,0,0,1
70430,5308,3705,,20250610,2025-06-10T16:15:10,Mobile,APAC,1220,0.7582,0,0,4
70431,3346,1910,2685,20250730,2025-07-30T16:17:27,TV,Europe,1407,0.9125,1,0,36
70432,1395,451,,20230116,2023-01-16T16:19:44,Console,North America,1061,0.7644,0,0,13
70433,5514,4313,,20230509,2023-05-09T16:22:01,Web,Europe,760,0.5495,0,1,3
70434,5052,5230,,20240731,2024-07-31T16:24:18,Tablet,APAC,1379,0.9261,1,0,35
70435,3357,3862,,20240908,2024-09-08T16:26:35,Mobile,Latin America,706,0.5316,0,0,0
70436,2537,4779,,20240209,2024-02-09T16:28:52,TV,Latin America,773,0.5391,0,0,6
70437,2634,2940,,20251019,2025-10-19T16:31:09,Console,Europe,785,0.5623,0,0,7
70438,5424,433,,20250105,2025-01-05T16:33:26,Web,APAC,1314,0.9799,1,0,37
70439,211,1400,,20230322,2023-03-22T16:35:43,Tablet,North America,715,0.4704,0,0,0
70440,3225,100,,20250606,2025-06-06T16:38:00,Mobile,Latin America,1280,0.8654,0,0,19
70441,3720,3120,6587,20240716,2024-07-16T16:40:17,TV,APAC,1060,0.6596,0,0,12
70442,3656,1173,,20230403,2023-04-03T16:42:34,Console,APAC,1561,0.9478,1,0,4
70443,490,807,1797,20250127,2025-01-27T16:44:51,Web,Europe,744,0.5384,0,0,0
70444,766,4404,,20240505,2024-05-05T16:47:08,Tablet,Europe,1136,0.8256,0,1,2
70445,2718,2298,3641,20240415,2024-04-15T16:49:25,Mobile,Europe,1031,0.6601,0,0,7
70446,889,3852,24,20241006,2024-10-06T16:51:42,TV,Latin America,1241,0.8758,0,0,7
70447,1420,1924,,20250613,2025-06-13T16:53:59,Console,APAC,944,0.6206,0,0,3
70448,907,3232,,20250705,2025-07-05T16:56:16,Web,North America,995,0.7436,0,0,13
70449,2826,4266,6725,20231227,2023-12-27T16:58:33,Tablet,Europe,1113,0.8178,0,0,25
70450,3478,2043,,20250708,2025-07-08T17:00:50,Mobile,Europe,783,0.5711,0,0,9
70451,185,4967,,20240829,2024-08-29T17:03:07,TV,Latin America,758,0.498,0,0,11
70452,3642,5005,,20251110,2025-11-10T17:05:24,Console,Europe,1029,0.6236,0,0,19
70453,939,76,674,20231231,2023-12-31T17:07:41,Web,North America,1127,0.7093,0,0,11
70454,2046,5507,,20230228,2023-02-28T17:09:58,Tablet,Europe,1043,0.679,0,0,1
70455,5241,2259,,20230115,2023-01-15T17:12:15,Mobile,Latin America,1145,0.808,0,1,1
70456,2910,3515,,20240511,2024-05-11T17:14:32,TV,Europe,1276,0.8581,0,0,4
70457,4308,4137,,20230428,2023-04-28T17:16:49,Console,APAC,1404,0.8775,0,0,6
70458,2380,79,,20240223,2024-02-23T17:19:06,Web,APAC,1193,0.7274,0,0,1
70459,4152,4318,,20250616,2025-06-16T17:21:23,Tablet,APAC,1058,0.7207,0,0,28
70460,4288,635,,20250117,2025-01-17T17:23:40,Mobile,APAC,633,0.3797,0,0,0
70461,5228,3029,,20240921,2024-09-21T17:25:57,TV,APAC,1241,0.9159,1,0,1
70462,4953,1506,6296,20240525,2024-05-25T17:28:14,Console,Latin America,521,0.3453,0,0,2
70463,4543,3877,,20231121,2023-11-21T17:30:31,Web,North America,893,0.6745,0,0,9
70464,711,2249,,20231018,2023-10-18T17:32:48,Tablet,North America,1044,0.6932,0,0,3
70465,308,201,,20230424,2023-04-24T17:35:05,Mobile,APAC,754,0.4592,0,0,3
70466,1920,1407,1187,20250411,2025-04-11T17:37:22,TV,APAC,946,0.5772,0,1,12
70467,4948,2632,1431,20250117,2025-01-17T17:39:39,Console,APAC,997,0.6919,0,0,9
70468,592,445,,20230226,2023-02-26T17:41:56,Web,APAC,1196,0.7741,0,0,5
70469,4003,1835,,20250718,2025-07-18T17:44:13,Tablet,North America,570,0.3649,0,0,2
70470,3839,3122,,20250601,2025-06-01T17:46:30,Mobile,North America,1343,0.9718,1,0,1
70471,2444,5555,,20230328,2023-03-28T17:48:47,TV,APAC,698,0.4432,0,0,2
70472,4849,4501,,20250711,2025-07-11T17:51:04,Console,Latin America,1399,0.9511,1,0,23
70473,1551,2562,2150,20231016,2023-10-16T17:53:21,Web,North America,1038,0.6302,0,0,8
70474,3189,4435,5924,20250112,2025-01-12T17:55:38,Tablet,Latin America,710,0.5126,0,0,5
70475,1364,260,199,20230423,2023-04-23T17:57:55,Mobile,APAC,1289,0.8011,0,0,13
70476,3097,1124,,20240224,2024-02-24T18:00:12,TV,Latin America,1296,0.8146,0,0,2
70477,3038,5603,,20240621,2024-06-21T18:02:29,Console,Europe,702,0.4349,0,1,3
70478,2129,1578,6544,20250525,2025-05-25T18:04:46,Web,Latin America,1142,0.8542,0,0,3
70479,2697,3613,7208,20240916,2024-09-16T18:07:03,Tablet,Latin America,1047,0.6548,0,0,2
70480,3233,2383,,20250115,2025-01-15T18:09:20,Mobile,Latin America,1086,0.8033,0,0,5
70481,3644,1724,4639,20241223,2024-12-23T18:11:37,TV,APAC,601,0.4039,0,0,0
70482,2247,5071,7358,20240217,2024-02-17T18:13:54,Console,North America,775,0.5632,0,0,16
70483,5589,5646,,20250827,2025-08-27T18:16:11,Web,Latin America,1340,0.9134,1,0,2
70484,3608,2658,,20230602,2023-06-02T18:18:28,Tablet,APAC,1244,0.9114,1,0,2
70485,1471,4520,2310,20250317,2025-03-17T18:20:45,Mobile,North America,869,0.5661,0,0,0
70486,2916,4603,,20241126,2024-11-26T18:23:02,TV,APAC,834,0.5051,0,0,4
70487,2289,3615,,20230814,2023-08-14T18:25:19,Console,Latin America,996,0.6099,0,0,12
70488,2283,5139,,20230514,2023-05-14T18:27:36,Web,North America,561,0.3513,0,1,5
70489,1160,4844,,20240702,2024-07-02T18:29:53,Tablet,APAC,1372,0.9128,1,0,3
70490,2505,2224,,20230904,2023-09-04T18:32:10,Mobile,Latin America,800,0.5003,0,0,3
70491,2983,141,3486,20241115,2024-11-15T18:34:27,TV,North America,1409,0.8498,0,0,44
70492,4913,2477,,20250625,2025-06-25T18:36:44,Console,Latin America,1161,0.8317,0,0,9
70493,2946,4670,3485,20250312,2025-03-12T18:39:01,Web,Europe,1243,0.8917,0,0,4
70494,165,3079,,20250707,2025-07-07T18:41:18,Tablet,Latin America,1424,0.9972,1,0,10
70495,3051,866,,20240521,2024-05-21T18:43:35,Mobile,North America,491,0.364,0,0,7
70496,4104,2758,,20240401,2024-04-01T18:45:52,TV,APAC,1434,0.949,1,0,1
70497,5822,1968,5833,20240522,2024-05-22T18:48:09,Console,Europe,1081,0.7771,0,0,10
70498,5231,2092,,20230129,2023-01-29T18:50:26,Web,North America,182,0.1275,0,0,5
70499,4566,4720,,20240405,2024-04-05T18:52:43,Tablet,Europe,1147,0.7819,0,1,24
70500,4964,206,,20240508,2024-05-08T18:55:00,Mobile,APAC,1350,0.9876,1,0,3
70501,4819,2227,,20230515,2023-05-15T18:57:17,TV,North America,934,0.6715,0,0,1
70502,1728,3368,,20250119,2025-01-19T18:59:34,Console,APAC,837,0.4985,0,0,4
70503,2393,4061,,20240728,2024-07-28T19:01:51,Web,Latin America,1405,0.8765,0,0,2
70504,4776,2295,,20231130,2023-11-30T19:04:08,Tablet,APAC,1357,0.8981,0,0,5
70505,703,2037,,20240207,2024-02-07T19:06:25,Mobile,North America,509,0.3125,0,0,13
70506,5163,5480,,20240408,2024-04-08T19:08:42,TV,North America,996,0.6245,0,0,4
70507,5876,1443,4375,20240609,2024-06-09T19:10:59,Console,APAC,1326,0.8996,0,0,6
70508,473,723,,20250305,2025-03-05T19:13:16,Web,Latin America,1491,0.9267,1,0,4
70509,469,365,5364,20230808,2023-08-08T19:15:33,Tablet,Latin America,918,0.6203,0,0,1
70510,2452,4769,,20230328,2023-03-28T19:17:50,Mobile,APAC,528,0.3251,0,1,1
70511,5349,1622,,20230427,2023-04-27T19:20:07,TV,Latin America,1022,0.6127,0,0,1
70512,3962,4196,,20250807,2025-08-07T19:22:24,Console,Europe,1397,0.8915,0,0,6
70513,3754,4651,3669,20250710,2025-07-10T19:24:41,Web,Europe,1233,0.9271,1,0,4
70514,2768,718,4291,20231204,2023-12-04T19:26:58,Tablet,APAC,683,0.48,0,0,1
70515,3085,926,,20250227,2025-02-27T19:29:15,Mobile,Latin America,772,0.4849,0,0,1
70516,1718,1151,,20241206,2024-12-06T19:31:32,TV,Europe,674,0.471,0,0,11
70517,3456,325,1715,20250920,2025-09-20T19:33:49,Console,APAC,1658,0.9881,1,0,2
70518,5355,4401,1442,20240201,2024-02-01T19:36:06,Web,North America,959,0.7238,0,0,6
70519,4262,900,,20250613,2025-06-13T19:38:23,Tablet,Europe,565,0.401,0,0,12
70520,2095,4946,,20250213,2025-02-13T19:40:40,Mobile,North America,490,0.3441,0,0,5
70521,1300,5219,3927,20230707,2023-07-07T19:42:57,TV,APAC,811,0.488,0,1,9
70522,5341,2779,5820,20250415,2025-04-15T19:45:14,Console,Latin America,1062,0.66,0,0,11
70523,2716,4117,1695,20251008,2025-10-08T19:47:31,Web,APAC,525,0.3456,0,0,22
70524,2666,67,,20230606,2023-06-06T19:49:48,Tablet,Europe,546,0.3802,0,0,10
70525,632,2476,,20240103,2024-01-03T19:52:05,Mobile,APAC,1034,0.7498,0,0,3
70526,5207,448,,20240515,2024-05-15T19:54:22,TV,North America,937,0.5871,0,0,23
70527,38,3126,1,20241201,2024-12-01T19:56:39,Console,Europe,1308,0.9021,1,0,15
70528,5298,1706,,20251019,2025-10-19T19:58:56,Web,Europe,1286,0.8924,0,0,3
70529,2284,2489,,20250308,2025-03-08T20:01:13,Tablet,APAC,1295,0.9657,1,0,3
70530,4987,3905,,20240612,2024-06-12T20:03:30,Mobile,North America,1222,0.7442,0,0,18
70531,1916,3789,3295,20250113,2025-01-13T20:05:47,TV,APAC,794,0.5745,0,0,6
70532,283,3944,,20230913,2023-09-13T20:08:04,Console,North America,444,0.3111,0,1,1
70533,2256,1807,4115,20240809,2024-08-09T20:10:21,Web,APAC,1364,0.8504,0,0,0
70534,1233,3078,,20230522,2023-05-22T20:12:38,Tablet,Latin America,1133,0.803,0,0,2
70535,644,1184,,20230920,2023-09-20T20:14:55,Mobile,APAC,1028,0.6974,0,0,0
70536,1235,3147,,20250102,2025-01-02T20:17:12,TV,North America,803,0.5187,0,0,16
70537,183,2049,,20240209,2024-02-09T20:19:29,Console,North America,1392,0.8844,0,0,11
70538,2930,787,,20241214,2024-12-14T20:21:46,Web,Europe,681,0.41,0,0,1
70539,1335,3494,,20240407,2024-04-07T20:24:03,Tablet,North America,1220,0.8783,0,0,1
70540,5023,3426,,20230630,2023-06-30T20:26:20,Mobile,North America,1051,0.6452,0,0,1
70541,2007,2738,,20241226,2024-12-26T20:28:37,TV,North America,1190,0.8322,0,0,17
70542,5883,4852,5186,20250409,2025-04-09T20:30:54,Console,North America,1215,0.8804,0,0,4
70543,1628,791,5071,20250403,2025-04-03T20:33:11,Web,APAC,612,0.447,0,1,6
