product_id,anime_id,sku,product_name,product_category,license_type,unit_cost_usd,list_price_usd
704,89,ANI-00704,Poster Collection 0704,Poster,Standard,88.77,211.73
705,106,ANI-00705,Figure Collection 0705,Figure,Exclusive,80.45,137.68
706,123,ANI-00706,Blu-ray Collection 0706,Blu-ray,Limited,51.42,129.36
707,140,ANI-00707,Apparel Collection 0707,Apparel,Standard,4.51,7.04
708,157,ANI-00708,Accessory Collection 0708,Accessory,Exclusive,22.57,37.58
709,174,ANI-00709,Poster Collection 0709,Poster,Limited,75.21,121.96
710,191,ANI-00710,Figure Collection 0710,Figure,Standard,63.4,157.37
711,208,ANI-00711,Blu-ray Collection 0711,Blu-ray,Exclusive,21.72,34.2
712,225,ANI-00712,Apparel Collection 0712,Apparel,Limited,76.88,156.57
713,242,ANI-00713,Accessory Collection 0713,Accessory,Standard,21.25,51.28
714,259,ANI-00714,Poster Collection 0714,Poster,Exclusive,10.59,27.26
715,276,ANI-00715,Figure Collection 0715,Figure,Limited,57.3,141.47
716,293,ANI-00716,Blu-ray Collection 0716,Blu-ray,Standard,14.55,29.94
717,310,ANI-00717,Apparel Collection 0717,Apparel,Exclusive,47.7,85.14
718,327,ANI-00718,Accessory Collection 0718,Accessory,Limited,71.11,121.7
719,344,ANI-00719,Poster Collection 0719,Poster,Standard,31.98,78.67
720,,ANI-00720,Figure Collection 0720,Figure,Exclusive,29.29,72.66
721,18,ANI-00721,Blu-ray Collection 0721,Blu-ray,Limited,19.46,39.03
722,35,ANI-00722,Apparel Collection 0722,Apparel,Standard,13.17,25.87
723,52,ANI-00723,Accessory Collection 0723,Accessory,Exclusive,61.66,108.67
724,69,ANI-00724,Poster Collection 0724,Poster,Limited,25.66,42.41
725,86,ANI-00725,Figure Collection 0725,Figure,Standard,55.57,123.65
726,103,ANI-00726,Blu-ray Collection 0726,Blu-ray,Exclusive,78.04,152.89
727,120,ANI-00727,Apparel Collection 0727,Apparel,Limited,15.15,29.95
728,137,ANI-00728,Accessory Collection 0728,Accessory,Standard,69.93,122.93
729,154,ANI-00729,Poster Collection 0729,Poster,Exclusive,80.08,181.1
730,171,ANI-00730,Figure Collection 0730,Figure,Limited,11.57,29.33
731,188,ANI-00731,Blu-ray Collection 0731,Blu-ray,Standard,86.46,187.14
732,205,ANI-00732,Apparel Collection 0732,Apparel,Exclusive,25.2,54.24
733,222,ANI-00733,Accessory Collection 0733,Accessory,Limited,12.49,26.23
734,239,ANI-00734,Poster Collection 0734,Poster,Standard,85.69,204.09
735,256,ANI-00735,Figure Collection 0735,Figure,Exclusive,8.25,14.73
736,273,ANI-00736,Blu-ray Collection 0736,Blu-ray,Limited,70.5,179.26
737,290,ANI-00737,Apparel Collection 0737,Apparel,Standard,3.63,5.04
738,307,ANI-00738,Accessory Collection 0738,Accessory,Exclusive,71.02,144.28
739,324,ANI-00739,Poster Collection 0739,Poster,Limited,25.6,53.92
740,,ANI-00740,Figure Collection 0740,Figure,Standard,7.28,18.87
741,358,ANI-00741,Blu-ray Collection 0741,Blu-ray,Exclusive,69.89,124.87
742,15,ANI-00742,Apparel Collection 0742,Apparel,Limited,71.98,181.97
743,32,ANI-00743,Accessory Collection 0743,Accessory,Standard,25.31,56.08
744,49,ANI-00744,Poster Collection 0744,Poster,Exclusive,59.49,138.75
745,66,ANI-00745,Figure Collection 0745,Figure,Limited,43.33,104.08
746,83,ANI-00746,Blu-ray Collection 0746,Blu-ray,Standard,73.58,159.94
747,100,ANI-00747,Apparel Collection 0747,Apparel,Exclusive,75.05,123.66
748,117,ANI-00748,Accessory Collection 0748,Accessory,Limited,75.87,187.82
749,134,ANI-00749,Poster Collection 0749,Poster,Standard,71.37,118.21
750,151,ANI-00750,Figure Collection 0750,Figure,Exclusive,45.72,64.03
751,168,ANI-00751,Blu-ray Collection 0751,Blu-ray,Limited,75.61,168.88
752,185,ANI-00752,Apparel Collection 0752,Apparel,Standard,16.78,24.06
753,202,ANI-00753,Accessory Collection 0753,Accessory,Exclusive,35.62,58.55
754,219,ANI-00754,Poster Collection 0754,Poster,Limited,64.55,151.8
755,236,ANI-00755,Figure Collection 0755,Figure,Standard,23.85,33.56
756,253,ANI-00756,Blu-ray Collection 0756,Blu-ray,Exclusive,54.23,91.44
757,270,ANI-00757,Apparel Collection 0757,Apparel,Limited,65.85,124.34
758,287,ANI-00758,Accessory Collection 0758,Accessory,Standard,16.31,42.28
759,304,ANI-00759,Poster Collection 0759,Poster,Exclusive,12.72,28.13
760,,ANI-00760,Figure Collection 0760,Figure,Limited,68.04,104.81
761,338,ANI-00761,Blu-ray Collection 0761,Blu-ray,Standard,86.87,206.63
762,355,ANI-00762,Apparel Collection 0762,Apparel,Exclusive,88.05,171.57
763,12,ANI-00763,Accessory Collection 0763,Accessory,Limited,66.39,90.74
764,29,ANI-00764,Poster Collection 0764,Poster,Standard,52.62,74.76
765,46,ANI-00765,Figure Collection 0765,Figure,Exclusive,52.96,92.19
766,63,ANI-00766,Blu-ray Collection 0766,Blu-ray,Limited,65.68,132.07
767,80,ANI-00767,Apparel Collection 0767,Apparel,Standard,27.05,66.91
768,97,ANI-00768,Accessory Collection 0768,Accessory,Exclusive,51.0,91.94
769,114,ANI-00769,Poster Collection 0769,Poster,Limited,45.41,68.36
770,131,ANI-00770,Figure Collection 0770,Figure,Standard,3.45,8.02
771,148,ANI-00771,Blu-ray Collection 0771,Blu-ray,Exclusive,80.69,209.67
772,165,ANI-00772,Apparel Collection 0772,Apparel,Limited,19.57,41.29
773,182,ANI-00773,Accessory Collection 0773,Accessory,Standard,37.13,95.02
774,199,ANI-00774,Poster Collection 0774,Poster,Exclusive,60.79,108.06
775,216,ANI-00775,Figure Collection 0775,Figure,Limited,7.81,13.3
776,233,ANI-00776,Blu-ray Collection 0776,Blu-ray,Standard,78.4,117.49
777,250,ANI-00777,Apparel Collection 0777,Apparel,Exclusive,51.0,86.21
778,267,ANI-00778,Accessory Collection 0778,Accessory,Limited,87.24,202.33
779,284,ANI-00779,Poster Collection 0779,Poster,Standard,32.96,50.57
780,,ANI-00780,Figure Collection 0780,Figure,Exclusive,76.73,192.31
781,318,ANI-00781,Blu-ray Collection 0781,Blu-ray,Limited,85.02,192.87
782,335,ANI-00782,Apparel Collection 0782,Apparel,Standard,16.74,26.71
783,352,ANI-00783,Accessory Collection 0783,Accessory,Exclusive,62.4,127.41
784,9,ANI-00784,Poster Collection 0784,Poster,Limited,67.24,161.33
785,26,ANI-00785,Figure Collection 0785,Figure,Standard,57.1,143.61
786,43,ANI-00786,Blu-ray Collection 0786,Blu-ray,Exclusive,35.39,52.36
787,60,ANI-00787,Apparel Collection 0787,Apparel,Limited,56.16,104.3
788,77,ANI-00788,Accessory Collection 0788,Accessory,Standard,61.59,136.87
789,94,ANI-00789,Poster Collection 0789,Poster,Exclusive,38.44,54.41
790,111,ANI-00790,Figure Collection 0790,Figure,Limited,11.0,21.55
791,128,ANI-00791,Blu-ray Collection 0791,Blu-ray,Standard,44.09,112.24
792,145,ANI-00792,Apparel Collection 0792,Apparel,Exclusive,33.88,78.13
793,162,ANI-00793,Accessory Collection 0793,Accessory,Limited,54.25,87.89
794,179,ANI-00794,Poster Collection 0794,Poster,Standard,70.86,145.34
795,196,ANI-00795,Figure Collection 0795,Figure,Exclusive,63.62,127.24
796,213,ANI-00796,Blu-ray Collection 0796,Blu-ray,Limited,62.2,145.44
797,230,ANI-00797,Apparel Collection 0797,Apparel,Standard,31.83,72.62
798,247,ANI-00798,Accessory Collection 0798,Accessory,Exclusive,88.3,188.31
799,264,ANI-00799,Poster Collection 0799,Poster,Limited,50.85,76.98
800,,ANI-00800,Figure Collection 0800,Figure,Standard,90.0,192.15
801,298,ANI-00801,Blu-ray Collection 0801,Blu-ray,Exclusive,88.56,192.61
802,315,ANI-00802,Apparel Collection 0802,Apparel,Limited,55.19,93.63
803,332,ANI-00803,Accessory Collection 0803,Accessory,Standard,65.44,142.47
804,349,ANI-00804,Poster Collection 0804,Poster,Exclusive,79.6,110.76
805,6,ANI-00805,Figure Collection 0805,Figure,Limited,23.36,39.43
806,23,ANI-00806,Blu-ray Collection 0806,Blu-ray,Standard,31.75,73.9
807,40,ANI-00807,Apparel Collection 0807,Apparel,Exclusive,57.88,113.58
808,57,ANI-00808,Accessory Collection 0808,Accessory,Limited,16.87,41.77
809,74,ANI-00809,Poster Collection 0809,Poster,Standard,43.45,70.33
810,91,ANI-00810,Figure Collection 0810,Figure,Exclusive,6.18,12.78
811,108,ANI-00811,Blu-ray Collection 0811,Blu-ray,Limited,57.74,146.92
812,125,ANI-00812,Apparel Collection 0812,Apparel,Standard,38.59,79.06
813,142,ANI-00813,Accessory Collection 0813,Accessory,Exclusive,28.32,60.9
814,159,ANI-00814,Poster Collection 0814,Poster,Limited,56.25,120.08
815,176,ANI-00815,Figure Collection 0815,Figure,Standard,50.44,97.33
816,193,ANI-00816,Blu-ray Collection 0816,Blu-ray,Exclusive,58.09,150.0
817,210,ANI-00817,Apparel Collection 0817,Apparel,Limited,89.14,160.63
818,227,ANI-00818,Accessory Collection 0818,Accessory,Standard,46.21,93.79
819,244,ANI-00819,Poster Collection 0819,Poster,Exclusive,86.47,219.35
820,,ANI-00820,Figure Collection 0820,Figure,Limited,65.27,121.5
821,278,ANI-00821,Blu-ray Collection 0821,Blu-ray,Standard,77.77,155.73
822,295,ANI-00822,Apparel Collection 0822,Apparel,Exclusive,38.38,76.88
823,312,ANI-00823,Accessory Collection 0823,Accessory,Limited,88.47,202.98
824,329,ANI-00824,Poster Collection 0824,Poster,Standard,57.16,88.31
825,346,ANI-00825,Figure Collection 0825,Figure,Exclusive,4.28,5.8
826,3,ANI-00826,Blu-ray Collection 0826,Blu-ray,Limited,34.07,87.4
827,20,ANI-00827,Apparel Collection 0827,Apparel,Standard,27.3,67.94
828,37,ANI-00828,Accessory Collection 0828,Accessory,Exclusive,20.86,30.53
829,54,ANI-00829,Poster Collection 0829,Poster,Limited,13.29,18.74
830,71,ANI-00830,Figure Collection 0830,Figure,Standard,11.98,23.07
831,88,ANI-00831,Blu-ray Collection 0831,Blu-ray,Exclusive,28.22,67.55
832,105,ANI-00832,Apparel Collection 0832,Apparel,Limited,70.09,99.44
833,122,ANI-00833,Accessory Collection 0833,Accessory,Standard,64.11,153.23
834,139,ANI-00834,Poster Collection 0834,Poster,Exclusive,57.39,113.62
835,156,ANI-00835,Figure Collection 0835,Figure,Limited,35.39,72.04
836,173,ANI-00836,Blu-ray Collection 0836,Blu-ray,Standard,29.68,63.83
837,190,ANI-00837,Apparel Collection 0837,Apparel,Exclusive,42.89,80.54
838,207,ANI-00838,Accessory Collection 0838,Accessory,Limited,83.71,213.1
839,224,ANI-00839,Poster Collection 0839,Poster,Standard,15.45,32.22
840,,ANI-00840,Figure Collection 0840,Figure,Exclusive,82.89,169.6
841,258,ANI-00841,Blu-ray Collection 0841,Blu-ray,Limited,8.68,16.6
842,275,ANI-00842,Apparel Collection 0842,Apparel,Standard,15.25,36.04
843,292,ANI-00843,Accessory Collection 0843,Accessory,Exclusive,57.22,78.38
844,309,ANI-00844,Poster Collection 0844,Poster,Limited,77.15,122.23
845,326,ANI-00845,Figure Collection 0845,Figure,Standard,25.9,59.0
846,343,ANI-00846,Blu-ray Collection 0846,Blu-ray,Exclusive,56.3,102.23
847,360,ANI-00847,Apparel Collection 0847,Apparel,Limited,54.69,112.22
848,17,ANI-00848,Accessory Collection 0848,Accessory,Standard,22.79,38.61
849,34,ANI-00849,Poster Collection 0849,Poster,Exclusive,50.56,77.86
850,51,ANI-00850,Figure Collection 0850,Figure,Limited,62.16,91.75
851,68,ANI-00851,Blu-ray Collection 0851,Blu-ray,Standard,7.91,20.05
852,85,ANI-00852,Apparel Collection 0852,Apparel,Exclusive,21.97,43.56
853,102,ANI-00853,Accessory Collection 0853,Accessory,Limited,6.88,15.93
854,119,ANI-00854,Poster Collection 0854,Poster,Standard,56.74,118.93
855,136,ANI-00855,Figure Collection 0855,Figure,Exclusive,43.0,87.37
856,153,ANI-00856,Blu-ray Collection 0856,Blu-ray,Limited,56.82,145.33
857,170,ANI-00857,Apparel Collection 0857,Apparel,Standard,32.64,79.91
858,187,ANI-00858,Accessory Collection 0858,Accessory,Exclusive,70.17,146.53
859,204,ANI-00859,Poster Collection 0859,Poster,Limited,52.9,79.72
860,,ANI-00860,Figure Collection 0860,Figure,Standard,39.56,83.81
861,238,ANI-00861,Blu-ray Collection 0861,Blu-ray,Exclusive,45.3,69.68
862,255,ANI-00862,Apparel Collection 0862,Apparel,Limited,49.33,86.12
863,272,ANI-00863,Accessory Collection 0863,Accessory,Standard,47.28,105.43
864,289,ANI-00864,Poster Collection 0864,Poster,Exclusive,25.32,48.17
865,306,ANI-00865,Figure Collection 0865,Figure,Limited,74.64,144.64
866,323,ANI-00866,Blu-ray Collection 0866,Blu-ray,Standard,69.25,101.71
867,340,ANI-00867,Apparel Collection 0867,Apparel,Exclusive,78.92,112.37
868,357,ANI-00868,Accessory Collection 0868,Accessory,Limited,88.79,143.09
869,14,ANI-00869,Poster Collection 0869,Poster,Standard,69.7,175.34
870,31,ANI-00870,Figure Collection 0870,Figure,Exclusive,37.81,62.03
871,48,ANI-00871,Blu-ray Collection 0871,Blu-ray,Limited,56.15,92.7
872,65,ANI-00872,Apparel Collection 0872,Apparel,Standard,23.09,31.29
873,82,ANI-00873,Accessory Collection 0873,Accessory,Exclusive,6.89,10.69
874,99,ANI-00874,Poster Collection 0874,Poster,Limited,31.35,45.09
875,116,ANI-00875,Figure Collection 0875,Figure,Standard,83.86,114.07
876,133,ANI-00876,Blu-ray Collection 0876,Blu-ray,Exclusive,58.32,108.06
877,150,ANI-00877,Apparel Collection 0877,Apparel,Limited,37.75,66.38
878,167,ANI-00878,Accessory Collection 0878,Accessory,Standard,80.06,124.33
879,184,ANI-00879,Poster Collection 0879,Poster,Exclusive,75.76,113.31
880,,ANI-00880,Figure Collection 0880,Figure,Limited,34.14,62.54
881,218,ANI-00881,Blu-ray Collection 0881,Blu-ray,Standard,22.82,33.39
882,235,ANI-00882,Apparel Collection 0882,Apparel,Exclusive,57.34,84.93
883,252,ANI-00883,Accessory Collection 0883,Accessory,Limited,61.0,135.75
884,269,ANI-00884,Poster Collection 0884,Poster,Standard,29.79,72.77
885,286,ANI-00885,Figure Collection 0885,Figure,Exclusive,27.64,63.59
886,303,ANI-00886,Blu-ray Collection 0886,Blu-ray,Limited,10.66,17.91
887,320,ANI-00887,Apparel Collection 0887,Apparel,Standard,52.25,82.54
888,337,ANI-00888,Accessory Collection 0888,Accessory,Exclusive,69.19,124.63
889,354,ANI-00889,Poster Collection 0889,Poster,Limited,57.35,143.06
890,11,ANI-00890,Figure Collection 0890,Figure,Standard,19.03,26.83
891,28,ANI-00891,Blu-ray Collection 0891,Blu-ray,Exclusive,79.24,123.14
892,45,ANI-00892,Apparel Collection 0892,Apparel,Limited,9.29,16.05
893,62,ANI-00893,Accessory Collection 0893,Accessory,Standard,35.66,80.78
894,79,ANI-00894,Poster Collection 0894,Poster,Exclusive,9.07,19.16
895,96,ANI-00895,Figure Collection 0895,Figure,Limited,29.56,72.62
896,113,ANI-00896,Blu-ray Collection 0896,Blu-ray,Standard,19.4,43.17
897,130,ANI-00897,Apparel Collection 0897,Apparel,Exclusive,51.82,109.86
898,147,ANI-00898,Accessory Collection 0898,Accessory,Limited,86.19,198.71
899,164,ANI-00899,Poster Collection 0899,Poster,Standard,62.48,121.14
900,,ANI-00900,Figure Collection 0900,Figure,Exclusive,59.21,152.9
