impression_id,user_id,anime_id,watch_session_id,impression_date_key,ad_format,advertiser_industry,placement,completed_flag,clicked_flag,revenue_usd
36541,2064,242,148182,20240526,Sponsored Card,Entertainment,Anime Detail,1,0,0.0575
36542,468,201,148223,20240614,Display,Technology,Search,1,0,0.0346
36543,4369,172,148264,20240703,Mid-roll,Retail,Home Feed,0,0,0.0384
36544,1814,326,148305,20240722,Pre-roll,Food,Player,0,0,0.0609
36545,4850,257,148346,20240810,Sponsored Card,Gaming,Anime Detail,1,0,0.0601
36546,347,228,148387,20240829,Display,Entertainment,Search,1,0,0.0787
36547,22,289,148428,20240917,Mid-roll,Technology,Home Feed,1,0,0.0229
36548,3371,261,148469,20241006,Pre-roll,Retail,Player,1,1,0.0176
36549,4070,190,,20241025,Sponsored Card,Food,Anime Detail,1,0,0.0159
36550,,335,148551,20241113,Display,Gaming,Search,1,0,0.0381
36551,5431,22,148592,20241202,Mid-roll,Entertainment,Home Feed,1,0,0.0107
36552,2406,300,148633,20241221,Pre-roll,Technology,Player,1,0,0.0336
36553,529,25,148674,20250109,Sponsored Card,Retail,Anime Detail,1,0,0.0571
36554,2683,278,148715,20250128,Display,Food,Search,1,1,0.0669
36555,5682,91,148756,20250216,Mid-roll,Gaming,Home Feed,1,0,0.0056
36556,1854,177,148797,20250307,Pre-roll,Entertainment,Player,1,0,0.0463
36557,1641,135,148838,20250326,Sponsored Card,Technology,Anime Detail,0,0,0.0213
36558,196,199,,20250414,Display,Retail,Search,1,0,0.055
36559,3828,214,148920,20250503,Mid-roll,Food,Home Feed,1,0,0.0186
36560,5575,342,148961,20250522,Pre-roll,Gaming,Player,1,0,0.0477
36561,3003,158,149002,20250610,Sponsored Card,Entertainment,Anime Detail,1,0,0.0637
36562,2155,255,149043,20250629,Display,Technology,Search,1,0,0.0275
36563,4481,64,149084,20250718,Mid-roll,Retail,Home Feed,1,0,0.0131
36564,3351,107,149125,20250806,Pre-roll,Food,Player,1,0,0.0281
36565,901,112,149166,20250825,Sponsored Card,Gaming,Anime Detail,1,0,0.0135
36566,762,85,149207,20250913,Display,Entertainment,Search,1,0,0.0508
36567,,208,,20251002,Mid-roll,Technology,Home Feed,0,0,0.0435
36568,1792,145,149289,20251021,Pre-roll,Retail,Player,1,0,0.041
36569,3715,331,149330,20251109,Sponsored Card,Food,Anime Detail,1,0,0.0306
36570,5204,26,149371,20251128,Display,Gaming,Search,1,0,0.0221
36571,4258,149,149412,20251217,Mid-roll,Entertainment,Home Feed,1,0,0.0321
36572,3914,215,149453,20230105,Pre-roll,Technology,Player,1,0,0.0452
36573,5604,126,149494,20230124,Sponsored Card,Retail,Anime Detail,1,0,0.0555
36574,5246,220,149535,20230212,Display,Food,Search,1,0,0.0188
36575,5755,8,149576,20230303,Mid-roll,Gaming,Home Feed,0,0,0.0126
36576,4003,217,,20230322,Pre-roll,Entertainment,Player,1,0,0.0097
36577,1425,216,149658,20230410,Sponsored Card,Technology,Anime Detail,1,0,0.0684
36578,2107,331,149699,20230429,Display,Retail,Search,1,1,0.0621
36579,276,344,149740,20230518,Mid-roll,Food,Home Feed,1,0,0.018
36580,3608,244,149781,20230606,Pre-roll,Gaming,Player,0,0,0.0825
36581,5253,172,149822,20230625,Sponsored Card,Entertainment,Anime Detail,1,0,0.0646
36582,5195,34,149863,20230714,Display,Technology,Search,1,0,0.0068
36583,1094,19,149904,20230802,Mid-roll,Retail,Home Feed,1,0,0.021
36584,,286,149945,20230821,Pre-roll,Food,Player,0,0,0.0524
36585,524,226,,20230909,Sponsored Card,Gaming,Anime Detail,1,0,0.0529
36586,5477,318,27,20230928,Display,Entertainment,Search,1,0,0.0425
36587,3896,353,68,20231017,Mid-roll,Technology,Home Feed,1,0,0.0553
36588,3246,232,109,20231105,Pre-roll,Retail,Player,1,0,0.0485
36589,593,286,150,20231124,Sponsored Card,Food,Anime Detail,1,0,0.0535
36590,4862,299,191,20231213,Display,Gaming,Search,1,0,0.0451
36591,471,168,232,20240101,Mid-roll,Entertainment,Home Feed,1,0,0.0244
36592,773,350,273,20240120,Pre-roll,Technology,Player,0,0,0.0118
36593,554,199,314,20240208,Sponsored Card,Retail,Anime Detail,1,0,0.0582
36594,116,235,,20240227,Display,Food,Search,1,0,0.0496
36595,4868,355,396,20240317,Mid-roll,Gaming,Home Feed,0,0,0.0303
36596,2341,276,437,20240405,Pre-roll,Entertainment,Player,1,0,0.0312
36597,1216,130,478,20240424,Sponsored Card,Technology,Anime Detail,1,0,0.0189
36598,1444,75,519,20240513,Display,Retail,Search,1,0,0.0366
36599,1906,206,560,20240601,Mid-roll,Food,Home Feed,1,0,0.0543
36600,3766,281,601,20240620,Pre-roll,Gaming,Player,0,0,0.0172
36601,,89,642,20240709,Sponsored Card,Entertainment,Anime Detail,1,0,0.0073
36602,3616,257,683,20240728,Display,Technology,Search,1,0,0.0079
36603,3451,244,,20240816,Mid-roll,Retail,Home Feed,1,0,0.0352
36604,5259,191,765,20240904,Pre-roll,Food,Player,1,0,0.0254
36605,2843,163,806,20240923,Sponsored Card,Gaming,Anime Detail,1,0,0.0187
36606,3635,120,847,20241012,Display,Entertainment,Search,1,0,0.0497
36607,1788,84,888,20241031,Mid-roll,Technology,Home Feed,1,1,0.0652
36608,1002,222,929,20241119,Pre-roll,Retail,Player,1,0,0.0398
36609,5104,170,970,20241208,Sponsored Card,Food,Anime Detail,1,0,0.0173
36610,5188,201,1011,20241227,Display,Gaming,Search,1,0,0.039
36611,16,309,1052,20250115,Mid-roll,Entertainment,Home Feed,0,0,0.0427
36612,2865,253,,20250203,Pre-roll,Technology,Player,1,1,0.0479
36613,33,21,1134,20250222,Sponsored Card,Retail,Anime Detail,1,0,0.0694
36614,870,35,1175,20250313,Display,Food,Search,1,0,0.0485
36615,3090,355,1216,20250401,Mid-roll,Gaming,Home Feed,1,0,0.0275
36616,1705,60,1257,20250420,Pre-roll,Entertainment,Player,0,0,0.0721
36617,2220,110,1298,20250509,Sponsored Card,Technology,Anime Detail,1,0,0.0607
36618,,156,1339,20250528,Display,Retail,Search,1,0,0.0673
36619,1828,230,1380,20250616,Mid-roll,Food,Home Feed,1,0,0.0719
36620,1865,109,1421,20250705,Pre-roll,Gaming,Player,1,0,0.0268
36621,1948,262,,20250724,Sponsored Card,Entertainment,Anime Detail,1,0,0.0713
36622,5134,15,1503,20250812,Display,Technology,Search,1,0,0.0631
36623,2023,38,1544,20250831,Mid-roll,Retail,Home Feed,0,0,0.0307
36624,5531,111,1585,20250919,Pre-roll,Food,Player,1,0,0.0225
36625,4030,143,1626,20251008,Sponsored Card,Gaming,Anime Detail,1,0,0.0714
36626,991,343,1667,20251027,Display,Entertainment,Search,1,0,0.0056
36627,4676,57,1708,20251115,Mid-roll,Technology,Home Feed,1,0,0.003
36628,3268,355,1749,20251204,Pre-roll,Retail,Player,1,0,0.0229
36629,2064,303,1790,20251223,Sponsored Card,Food,Anime Detail,0,0,0.0554
36630,987,271,,20230111,Display,Gaming,Search,1,0,0.0216
36631,5510,91,1872,20230130,Mid-roll,Entertainment,Home Feed,1,0,0.0045
36632,5053,284,1913,20230218,Pre-roll,Technology,Player,1,0,0.0237
36633,3479,68,1954,20230309,Sponsored Card,Retail,Anime Detail,0,0,0.0531
36634,2030,358,1995,20230328,Display,Food,Search,1,0,0.0256
36635,,221,2036,20230416,Mid-roll,Gaming,Home Feed,0,0,0.0162
36636,5348,241,2077,20230505,Pre-roll,Entertainment,Player,0,0,0.0416
36637,77,360,2118,20230524,Sponsored Card,Technology,Anime Detail,0,0,0.0094
36638,2578,278,2159,20230612,Display,Retail,Search,1,0,0.0507
36639,381,280,,20230701,Mid-roll,Food,Home Feed,1,0,0.0282
36640,1796,16,2241,20230720,Pre-roll,Gaming,Player,1,0,0.0458
36641,2097,221,2282,20230808,Sponsored Card,Entertainment,Anime Detail,1,0,0.0392
36642,1166,282,2323,20230827,Display,Technology,Search,1,0,0.051
36643,735,284,2364,20230915,Mid-roll,Retail,Home Feed,0,0,0.064
36644,1988,203,2405,20231004,Pre-roll,Food,Player,1,0,0.0134
36645,4287,232,2446,20231023,Sponsored Card,Gaming,Anime Detail,1,0,0.0499
36646,4440,256,2487,20231111,Display,Entertainment,Search,1,0,0.0801
36647,4440,120,2528,20231130,Mid-roll,Technology,Home Feed,0,0,0.0588
36648,4971,289,,20231219,Pre-roll,Retail,Player,1,0,0.0489
36649,1477,84,2610,20240107,Sponsored Card,Food,Anime Detail,1,0,0.0131
36650,4174,353,2651,20240126,Display,Gaming,Search,1,0,0.0113
36651,4423,262,2692,20240214,Mid-roll,Entertainment,Home Feed,0,0,0.0815
36652,,308,2733,20240304,Pre-roll,Technology,Player,1,0,0.0651
36653,3205,310,2774,20240323,Sponsored Card,Retail,Anime Detail,1,0,0.0084
36654,4823,242,2815,20240411,Display,Food,Search,1,0,0.0113
36655,5933,197,2856,20240430,Mid-roll,Gaming,Home Feed,1,0,0.0636
36656,3634,174,2897,20240519,Pre-roll,Entertainment,Player,0,0,0.0496
36657,2466,298,,20240607,Sponsored Card,Technology,Anime Detail,1,0,0.0701
36658,3857,192,2979,20240626,Display,Retail,Search,1,0,0.0421
36659,3008,286,3020,20240715,Mid-roll,Food,Home Feed,1,0,0.0104
36660,860,274,3061,20240803,Pre-roll,Gaming,Player,1,0,0.0526
36661,5464,348,3102,20240822,Sponsored Card,Entertainment,Anime Detail,1,0,0.0142
36662,4496,261,3143,20240910,Display,Technology,Search,1,0,0.0384
36663,4970,130,3184,20240929,Mid-roll,Retail,Home Feed,1,0,0.031
36664,976,54,3225,20241018,Pre-roll,Food,Player,1,0,0.0185
36665,3672,193,3266,20241106,Sponsored Card,Gaming,Anime Detail,0,0,0.0681
36666,2852,307,,20241125,Display,Entertainment,Search,1,0,0.0109
36667,537,140,3348,20241214,Mid-roll,Technology,Home Feed,0,0,0.069
36668,5272,215,3389,20250102,Pre-roll,Retail,Player,0,0,0.0838
36669,,113,3430,20250121,Sponsored Card,Food,Anime Detail,1,0,0.0543
36670,2272,25,3471,20250209,Display,Gaming,Search,1,0,0.0372
36671,4,292,3512,20250228,Mid-roll,Entertainment,Home Feed,0,0,0.0565
36672,439,354,3553,20250319,Pre-roll,Technology,Player,1,0,0.0296
36673,2625,285,3594,20250407,Sponsored Card,Retail,Anime Detail,0,0,0.0286
36674,3246,2,3635,20250426,Display,Food,Search,1,0,0.0164
36675,1834,316,,20250515,Mid-roll,Gaming,Home Feed,1,0,0.0771
36676,3630,335,3717,20250603,Pre-roll,Entertainment,Player,1,0,0.057
36677,2217,307,3758,20250622,Sponsored Card,Technology,Anime Detail,1,0,0.0106
36678,2499,138,3799,20250711,Display,Retail,Search,1,0,0.0394
36679,5401,289,3840,20250730,Mid-roll,Food,Home Feed,0,0,0.0274
36680,1496,287,3881,20250818,Pre-roll,Gaming,Player,1,0,0.0226
36681,2157,122,3922,20250906,Sponsored Card,Entertainment,Anime Detail,1,0,0.0447
36682,5520,138,3963,20250925,Display,Technology,Search,1,0,0.0439
36683,2778,5,4004,20251014,Mid-roll,Retail,Home Feed,1,0,0.005
36684,5137,325,,20251102,Pre-roll,Food,Player,1,0,0.0092
36685,3912,119,4086,20251121,Sponsored Card,Gaming,Anime Detail,1,0,0.0426
36686,,16,4127,20251210,Display,Entertainment,Search,1,0,0.055
36687,2798,287,4168,20251229,Mid-roll,Technology,Home Feed,1,0,0.0456
36688,4776,170,4209,20230117,Pre-roll,Retail,Player,1,0,0.0551
36689,1360,72,4250,20230205,Sponsored Card,Food,Anime Detail,1,0,0.0594
36690,5450,163,4291,20230224,Display,Gaming,Search,1,0,0.0447
36691,5529,348,4332,20230315,Mid-roll,Entertainment,Home Feed,1,0,0.0848
36692,2522,158,4373,20230403,Pre-roll,Technology,Player,0,0,0.0315
36693,4440,334,,20230422,Sponsored Card,Retail,Anime Detail,0,0,0.0668
36694,5172,211,4455,20230511,Display,Food,Search,1,0,0.037
36695,2390,215,4496,20230530,Mid-roll,Gaming,Home Feed,0,0,0.0302
36696,4070,65,4537,20230618,Pre-roll,Entertainment,Player,1,0,0.044
36697,5537,188,4578,20230707,Sponsored Card,Technology,Anime Detail,1,0,0.0401
36698,3650,90,4619,20230726,Display,Retail,Search,1,0,0.024
36699,325,53,4660,20230814,Mid-roll,Food,Home Feed,0,0,0.0107
36700,3717,254,4701,20230902,Pre-roll,Gaming,Player,1,0,0.0123
36701,4751,208,4742,20230921,Sponsored Card,Entertainment,Anime Detail,0,0,0.0597
36702,4651,343,,20231010,Display,Technology,Search,1,0,0.021
36703,,131,4824,20231029,Mid-roll,Retail,Home Feed,0,0,0.0539
36704,3733,295,4865,20231117,Pre-roll,Food,Player,1,0,0.0685
36705,1936,325,4906,20231206,Sponsored Card,Gaming,Anime Detail,1,0,0.08
36706,3372,248,4947,20231225,Display,Entertainment,Search,1,0,0.0775
36707,4906,347,4988,20240113,Mid-roll,Technology,Home Feed,0,0,0.077
36708,354,293,5029,20240201,Pre-roll,Retail,Player,0,0,0.0735
36709,1595,185,5070,20240220,Sponsored Card,Food,Anime Detail,0,0,0.0361
36710,4263,98,5111,20240310,Display,Gaming,Search,1,0,0.0751
36711,1642,352,,20240329,Mid-roll,Entertainment,Home Feed,1,1,0.0038
36712,3315,360,5193,20240417,Pre-roll,Technology,Player,1,0,0.014
36713,1098,197,5234,20240506,Sponsored Card,Retail,Anime Detail,1,0,0.0538
36714,4301,163,5275,20240525,Display,Food,Search,1,0,0.0333
36715,2074,42,5316,20240613,Mid-roll,Gaming,Home Feed,0,0,0.0411
36716,2119,310,5357,20240702,Pre-roll,Entertainment,Player,1,0,0.0487
36717,2702,38,5398,20240721,Sponsored Card,Technology,Anime Detail,0,0,0.0701
36718,1841,257,5439,20240809,Display,Retail,Search,1,0,0.0783
36719,3852,260,5480,20240828,Mid-roll,Food,Home Feed,1,0,0.0037
36720,,1,,20240916,Pre-roll,Gaming,Player,1,0,0.0418
36721,2189,224,5562,20241005,Sponsored Card,Entertainment,Anime Detail,0,0,0.0556
36722,2950,288,5603,20241024,Display,Technology,Search,1,0,0.079
36723,5218,83,5644,20241112,Mid-roll,Retail,Home Feed,1,0,0.0677
36724,1690,73,5685,20241201,Pre-roll,Food,Player,0,0,0.0769
36725,3899,234,5726,20241220,Sponsored Card,Gaming,Anime Detail,0,0,0.0322
36726,3272,49,5767,20250108,Display,Entertainment,Search,1,0,0.0697
36727,3171,60,5808,20250127,Mid-roll,Technology,Home Feed,0,0,0.0773
36728,3912,63,5849,20250215,Pre-roll,Retail,Player,1,0,0.0524
36729,3953,10,,20250306,Sponsored Card,Food,Anime Detail,1,0,0.0582
36730,5299,99,5931,20250325,Display,Gaming,Search,1,0,0.0164
36731,167,45,5972,20250413,Mid-roll,Entertainment,Home Feed,1,0,0.0326
36732,2281,148,6013,20250502,Pre-roll,Technology,Player,0,0,0.0485
36733,5846,213,6054,20250521,Sponsored Card,Retail,Anime Detail,1,0,0.0697
36734,39,187,6095,20250609,Display,Food,Search,1,0,0.0693
36735,1317,171,6136,20250628,Mid-roll,Gaming,Home Feed,1,0,0.0169
36736,3396,46,6177,20250717,Pre-roll,Entertainment,Player,1,0,0.0587
36737,,6,6218,20250805,Sponsored Card,Technology,Anime Detail,1,0,0.0703
36738,2211,19,,20250824,Display,Retail,Search,1,0,0.0693
36739,1278,218,6300,20250912,Mid-roll,Food,Home Feed,1,0,0.0224
36740,5543,140,6341,20251001,Pre-roll,Gaming,Player,0,0,0.0729
36741,120,342,6382,20251020,Sponsored Card,Entertainment,Anime Detail,1,0,0.0236
36742,2179,206,6423,20251108,Display,Technology,Search,1,0,0.0404
36743,4911,238,6464,20251127,Mid-roll,Retail,Home Feed,1,0,0.0665
36744,1132,46,6505,20251216,Pre-roll,Food,Player,1,0,0.0272
36745,290,279,6546,20230104,Sponsored Card,Gaming,Anime Detail,0,0,0.031
36746,2182,39,6587,20230123,Display,Entertainment,Search,1,0,0.0285
36747,3861,28,,20230211,Mid-roll,Technology,Home Feed,1,0,0.0365
36748,1740,96,6669,20230302,Pre-roll,Retail,Player,1,0,0.075
36749,1572,291,6710,20230321,Sponsored Card,Food,Anime Detail,1,0,0.03
36750,5106,234,6751,20230409,Display,Gaming,Search,1,0,0.0134
36751,24,282,6792,20230428,Mid-roll,Entertainment,Home Feed,1,0,0.009
36752,175,37,6833,20230517,Pre-roll,Technology,Player,1,0,0.0183
36753,5729,107,6874,20230605,Sponsored Card,Retail,Anime Detail,1,0,0.0474
36754,,101,6915,20230624,Display,Food,Search,1,0,0.0579
36755,3093,303,6956,20230713,Mid-roll,Gaming,Home Feed,1,0,0.0362
36756,3020,37,,20230801,Pre-roll,Entertainment,Player,1,0,0.0735
36757,5463,130,7038,20230820,Sponsored Card,Technology,Anime Detail,1,0,0.0751
36758,1846,93,7079,20230908,Display,Retail,Search,1,0,0.0173
36759,5945,123,7120,20230927,Mid-roll,Food,Home Feed,1,0,0.0533
36760,4397,76,7161,20231016,Pre-roll,Gaming,Player,0,0,0.034
36761,184,324,7202,20231104,Sponsored Card,Entertainment,Anime Detail,1,0,0.0064
36762,4727,204,7243,20231123,Display,Technology,Search,1,1,0.0125
36763,2820,74,7284,20231212,Mid-roll,Retail,Home Feed,1,0,0.0676
36764,1448,308,7325,20231231,Pre-roll,Food,Player,1,0,0.0408
36765,3691,46,,20240119,Sponsored Card,Gaming,Anime Detail,1,0,0.034
36766,5682,246,7407,20240207,Display,Entertainment,Search,1,0,0.0763
36767,2923,338,7448,20240226,Mid-roll,Technology,Home Feed,1,0,0.0085
36768,1790,353,7489,20240316,Pre-roll,Retail,Player,0,0,0.0523
36769,599,291,7530,20240404,Sponsored Card,Food,Anime Detail,0,0,0.0699
36770,688,37,7571,20240423,Display,Gaming,Search,1,0,0.0651
36771,,128,7612,20240512,Mid-roll,Entertainment,Home Feed,0,0,0.0476
36772,5765,316,7653,20240531,Pre-roll,Technology,Player,0,0,0.051
36773,1353,315,7694,20240619,Sponsored Card,Retail,Anime Detail,1,1,0.0232
36774,3501,55,,20240708,Display,Food,Search,1,0,0.065
36775,5775,135,7776,20240727,Mid-roll,Gaming,Home Feed,1,0,0.0063
36776,5776,247,7817,20240815,Pre-roll,Entertainment,Player,0,0,0.0248
36777,3693,302,7858,20240903,Sponsored Card,Technology,Anime Detail,1,0,0.0393
36778,3828,33,7899,20240922,Display,Retail,Search,1,0,0.0574
36779,4714,268,7940,20241011,Mid-roll,Food,Home Feed,0,0,0.0168
36780,1205,184,7981,20241030,Pre-roll,Gaming,Player,1,0,0.0603
36781,183,260,8022,20241118,Sponsored Card,Entertainment,Anime Detail,1,0,0.0185
36782,613,33,8063,20241207,Display,Technology,Search,1,0,0.0217
36783,1660,64,,20241226,Mid-roll,Retail,Home Feed,0,0,0.0387
36784,1777,241,8145,20250114,Pre-roll,Food,Player,0,0,0.0824
36785,735,28,8186,20250202,Sponsored Card,Gaming,Anime Detail,1,0,0.008
36786,5630,161,8227,20250221,Display,Entertainment,Search,1,0,0.0119
36787,3019,77,8268,20250312,Mid-roll,Technology,Home Feed,1,0,0.0393
36788,,162,8309,20250331,Pre-roll,Retail,Player,0,0,0.0637
36789,688,343,8350,20250419,Sponsored Card,Food,Anime Detail,1,0,0.0251
36790,625,323,8391,20250508,Display,Gaming,Search,1,0,0.0624
36791,1706,151,8432,20250527,Mid-roll,Entertainment,Home Feed,1,0,0.0573
36792,186,73,,20250615,Pre-roll,Technology,Player,0,0,0.006
36793,4383,56,8514,20250704,Sponsored Card,Retail,Anime Detail,0,0,0.0666
36794,3568,105,8555,20250723,Display,Food,Search,1,0,0.0407
36795,2555,99,8596,20250811,Mid-roll,Gaming,Home Feed,0,0,0.0714
36796,576,224,8637,20250830,Pre-roll,Entertainment,Player,1,0,0.0276
36797,4531,243,8678,20250918,Sponsored Card,Technology,Anime Detail,1,0,0.026
36798,3102,32,8719,20251007,Display,Retail,Search,1,0,0.0064
36799,3835,164,8760,20251026,Mid-roll,Food,Home Feed,1,0,0.0806
36800,3439,36,8801,20251114,Pre-roll,Gaming,Player,1,0,0.0317
36801,772,82,,20251203,Sponsored Card,Entertainment,Anime Detail,1,0,0.0161
36802,2657,155,8883,20251222,Display,Technology,Search,1,0,0.0834
36803,3374,125,8924,20230110,Mid-roll,Retail,Home Feed,1,0,0.0316
36804,2545,332,8965,20230129,Pre-roll,Food,Player,1,0,0.0355
36805,,49,9006,20230217,Sponsored Card,Gaming,Anime Detail,0,0,0.0118
36806,4572,229,9047,20230308,Display,Entertainment,Search,1,1,0.0212
36807,3849,13,9088,20230327,Mid-roll,Technology,Home Feed,1,0,0.0349
36808,573,205,9129,20230415,Pre-roll,Retail,Player,1,0,0.004
36809,998,323,9170,20230504,Sponsored Card,Food,Anime Detail,1,0,0.009
36810,3140,91,,20230523,Display,Gaming,Search,1,0,0.0544
36811,1141,130,9252,20230611,Mid-roll,Entertainment,Home Feed,0,0,0.0743
36812,4435,269,9293,20230630,Pre-roll,Technology,Player,0,0,0.0407
36813,5499,75,9334,20230719,Sponsored Card,Retail,Anime Detail,1,0,0.0588
36814,5631,185,9375,20230807,Display,Food,Search,1,0,0.0688
36815,147,317,9416,20230826,Mid-roll,Gaming,Home Feed,1,1,0.0546
36816,5230,261,9457,20230914,Pre-roll,Entertainment,Player,1,0,0.0826
36817,1460,299,9498,20231003,Sponsored Card,Technology,Anime Detail,1,0,0.0625
36818,1105,257,9539,20231022,Display,Retail,Search,1,0,0.0608
36819,891,100,,20231110,Mid-roll,Food,Home Feed,1,0,0.0691
36820,5378,22,9621,20231129,Pre-roll,Gaming,Player,0,0,0.0442
36821,1761,311,9662,20231218,Sponsored Card,Entertainment,Anime Detail,1,0,0.0651
36822,,219,9703,20240106,Display,Technology,Search,1,0,0.0545
36823,3475,227,9744,20240125,Mid-roll,Retail,Home Feed,1,0,0.0336
36824,1910,318,9785,20240213,Pre-roll,Food,Player,1,0,0.077
36825,4127,34,9826,20240303,Sponsored Card,Gaming,Anime Detail,1,0,0.0726
36826,556,251,9867,20240322,Display,Entertainment,Search,1,0,0.0446
36827,5570,297,9908,20240410,Mid-roll,Technology,Home Feed,1,0,0.0637
36828,5379,109,,20240429,Pre-roll,Retail,Player,1,0,0.0826
36829,3287,115,9990,20240518,Sponsored Card,Food,Anime Detail,1,0,0.0561
36830,3501,51,10031,20240606,Display,Gaming,Search,1,0,0.0763
36831,4414,297,10072,20240625,Mid-roll,Entertainment,Home Feed,0,0,0.0464
36832,896,291,10113,20240714,Pre-roll,Technology,Player,0,0,0.0786
36833,1763,287,10154,20240802,Sponsored Card,Retail,Anime Detail,0,0,0.0308
36834,4747,198,10195,20240821,Display,Food,Search,1,0,0.0296
36835,5278,244,10236,20240909,Mid-roll,Gaming,Home Feed,1,0,0.0413
36836,3184,63,10277,20240928,Pre-roll,Entertainment,Player,1,0,0.0759
36837,2182,118,,20241017,Sponsored Card,Technology,Anime Detail,0,0,0.0233
36838,4226,152,10359,20241105,Display,Retail,Search,1,0,0.0192
36839,,353,10400,20241124,Mid-roll,Food,Home Feed,1,0,0.0465
36840,3206,298,10441,20241213,Pre-roll,Gaming,Player,1,0,0.0609
36841,555,188,10482,20250101,Sponsored Card,Entertainment,Anime Detail,1,0,0.0133
36842,286,279,10523,20250120,Display,Technology,Search,1,1,0.0082
36843,2110,53,10564,20250208,Mid-roll,Retail,Home Feed,1,0,0.0638
36844,2300,357,10605,20250227,Pre-roll,Food,Player,1,0,0.0714
36845,108,269,10646,20250318,Sponsored Card,Gaming,Anime Detail,1,0,0.034
36846,5386,127,,20250406,Display,Entertainment,Search,1,0,0.0118
36847,964,253,10728,20250425,Mid-roll,Technology,Home Feed,1,0,0.0293
36848,2148,224,10769,20250514,Pre-roll,Retail,Player,0,0,0.0687
36849,29,77,10810,20250602,Sponsored Card,Food,Anime Detail,1,0,0.0032
36850,3252,131,10851,20250621,Display,Gaming,Search,1,0,0.0184
36851,1363,266,10892,20250710,Mid-roll,Entertainment,Home Feed,0,0,0.0839
36852,3597,297,10933,20250729,Pre-roll,Technology,Player,1,0,0.0533
36853,2114,200,10974,20250817,Sponsored Card,Retail,Anime Detail,1,0,0.0616
36854,3919,16,11015,20250905,Display,Food,Search,1,0,0.017
36855,1659,136,,20250924,Mid-roll,Gaming,Home Feed,0,0,0.0819
36856,,193,11097,20251013,Pre-roll,Entertainment,Player,1,1,0.0242
36857,3785,134,11138,20251101,Sponsored Card,Technology,Anime Detail,1,0,0.0494
36858,5456,60,11179,20251120,Display,Retail,Search,1,0,0.0309
36859,4266,3,11220,20251209,Mid-roll,Food,Home Feed,1,0,0.0795
36860,4549,100,11261,20251228,Pre-roll,Gaming,Player,1,0,0.0422
36861,4677,1,11302,20230116,Sponsored Card,Entertainment,Anime Detail,1,0,0.0141
36862,4093,241,11343,20230204,Display,Technology,Search,1,0,0.0477
36863,1288,42,11384,20230223,Mid-roll,Retail,Home Feed,1,0,0.0404
36864,5430,145,,20230314,Pre-roll,Food,Player,1,0,0.0684
36865,181,84,11466,20230402,Sponsored Card,Gaming,Anime Detail,0,0,0.0084
36866,5107,53,11507,20230421,Display,Entertainment,Search,1,0,0.0306
36867,4077,249,11548,20230510,Mid-roll,Technology,Home Feed,0,0,0.0323
36868,3697,66,11589,20230529,Pre-roll,Retail,Player,1,1,0.017
36869,2171,89,11630,20230617,Sponsored Card,Food,Anime Detail,0,0,0.0623
36870,4103,348,11671,20230706,Display,Gaming,Search,1,0,0.0623
36871,907,221,11712,20230725,Mid-roll,Entertainment,Home Feed,1,0,0.0343
36872,4325,204,11753,20230813,Pre-roll,Technology,Player,1,0,0.0066
36873,,154,,20230901,Sponsored Card,Retail,Anime Detail,1,0,0.0702
36874,3890,45,11835,20230920,Display,Food,Search,1,0,0.0418
36875,5908,58,11876,20231009,Mid-roll,Gaming,Home Feed,1,0,0.0638
36876,1521,266,11917,20231028,Pre-roll,Entertainment,Player,1,0,0.0459
36877,4295,251,11958,20231116,Sponsored Card,Technology,Anime Detail,1,0,0.0514
36878,2811,264,11999,20231205,Display,Retail,Search,1,0,0.0296
36879,5467,289,12040,20231224,Mid-roll,Food,Home Feed,1,0,0.0573
36880,5351,127,12081,20240112,Pre-roll,Gaming,Player,1,0,0.0466
36881,3978,50,12122,20240131,Sponsored Card,Entertainment,Anime Detail,1,0,0.0728
36882,2331,163,,20240219,Display,Technology,Search,1,0,0.0415
36883,5774,276,12204,20240309,Mid-roll,Retail,Home Feed,0,0,0.0524
36884,3185,273,12245,20240328,Pre-roll,Food,Player,1,0,0.0492
36885,5017,315,12286,20240416,Sponsored Card,Gaming,Anime Detail,1,0,0.0163
36886,4048,289,12327,20240505,Display,Entertainment,Search,1,0,0.0827
36887,4517,26,12368,20240524,Mid-roll,Technology,Home Feed,1,0,0.0784
36888,1401,215,12409,20240612,Pre-roll,Retail,Player,1,0,0.0402
36889,3763,165,12450,20240701,Sponsored Card,Food,Anime Detail,1,0,0.0653
36890,,90,12491,20240720,Display,Gaming,Search,1,0,0.0645
36891,2168,172,,20240808,Mid-roll,Entertainment,Home Feed,1,0,0.0084
36892,405,353,12573,20240827,Pre-roll,Technology,Player,1,0,0.0472
36893,5891,261,12614,20240915,Sponsored Card,Retail,Anime Detail,0,0,0.0198
36894,3173,1,12655,20241004,Display,Food,Search,1,0,0.0823
36895,1728,164,12696,20241023,Mid-roll,Gaming,Home Feed,1,0,0.0378
36896,4366,95,12737,20241111,Pre-roll,Entertainment,Player,1,0,0.0837
36897,5309,120,12778,20241130,Sponsored Card,Technology,Anime Detail,1,0,0.0585
36898,1662,10,12819,20241219,Display,Retail,Search,1,0,0.0249
36899,3541,25,12860,20250107,Mid-roll,Food,Home Feed,0,0,0.0784
